,inner_loss,inner_loss_b,inner_loss_f
98,[0.00630686 0.0062197  0.00613531 0.00605353 0.00597424 0.00589728],"[4.40706996e-05 4.15962010e-05 3.92961408e-05 3.71586682e-05
 3.51717745e-05 3.33254982e-05]",[0.00586615 0.00580374 0.00574235 0.00568195 0.00562252 0.00556403]
99,[0.01282112 0.01254378 0.01228488 0.01204264 0.01181547 0.01160195],"[3.51861694e-05 3.35234907e-05 3.23474048e-05 3.15878646e-05
 3.11827261e-05 3.10776823e-05]",[0.01246926 0.01220855 0.0119614  0.01172676 0.01150365 0.01129117]
100,[0.00648107 0.00636585 0.00625597 0.00615105 0.00605075 0.00595473],"[6.09294776e-05 5.67939056e-05 5.30047202e-05 4.95329093e-05
 4.63520317e-05 4.34380284e-05]",[0.00587178 0.00579791 0.00572592 0.00565572 0.00558723 0.00552035]
101,[0.01250388 0.01221405 0.01194417 0.01169239 0.01145703 0.01123663],"[4.89840100e-05 4.86508964e-05 4.87082586e-05 4.90937771e-05
 4.97519266e-05 5.06351550e-05]",[0.01201404 0.01172754 0.01145709 0.01120145 0.01095951 0.01073028]
102,[0.01263746 0.01244672 0.01226436 0.01208974 0.01192232 0.01176156],"[4.62659942e-05 4.29785110e-05 4.00629145e-05 3.74828042e-05
 3.52049502e-05 3.31997948e-05]",[0.0121748  0.01201693 0.01186373 0.01171492 0.01157027 0.01142956]
103,[0.0076893  0.0076042  0.00752192 0.0074423  0.00736516 0.00729037],"[3.13343036e-05 2.93259472e-05 2.74965040e-05 2.58319225e-05
 2.43192001e-05 2.29462869e-05]",[0.00737596 0.00731094 0.00724696 0.00718398 0.00712197 0.0070609 ]
104,[0.00552958 0.00546287 0.00539859 0.00533659 0.00527673 0.00521891],"[4.05844422e-05 3.81516736e-05 3.58979362e-05 3.38096677e-05
 3.18752666e-05 3.00838441e-05]",[0.00512374 0.00508135 0.00503961 0.00499849 0.00495798 0.00491807]
105,[0.00880251 0.00859628 0.00840302 0.00822148 0.00805057 0.00788932],"[4.31706102e-05 4.11532770e-05 3.94584981e-05 3.80440540e-05
 3.68733797e-05 3.59134575e-05]",[0.00837081 0.00818475 0.00800843 0.00784104 0.00768184 0.00753018]
106,[0.00762193 0.00753026 0.00744238 0.00735804 0.00727701 0.00719906],"[5.02884976e-05 4.74023584e-05 4.47471578e-05 4.23038907e-05
 4.00558759e-05 3.79870503e-05]",[0.00711905 0.00705623 0.00699491 0.006935   0.00687645 0.00681919]
107,[0.02343787 0.02273759 0.02210161 0.02152251 0.0209937  0.02050946],"[4.25853863e-05 4.02908598e-05 3.93800732e-05 3.96075706e-05
 4.07622529e-05 4.26645195e-05]",[0.02301202 0.02233469 0.02170781 0.02112643 0.02058608 0.02008281]
108,[0.01361942 0.01330927 0.01302137 0.01275339 0.01250323 0.01226908],"[6.43116334e-05 5.96481737e-05 5.57176174e-05 5.24221717e-05
 4.96758644e-05 4.74039229e-05]",[0.01297631 0.01271279 0.01246419 0.01222917 0.01200647 0.01179504]
109,[0.01517539 0.01490626 0.01465153 0.01440997 0.01418048 0.01396206],"[3.84775963e-05 3.80907637e-05 3.80066029e-05 3.81797153e-05
 3.85699296e-05 3.91420875e-05]",[0.01479062 0.01452535 0.01427146 0.01402817 0.01379479 0.01357064]
110,[0.00626152 0.00616735 0.00607696 0.00599011 0.00590659 0.00582617],"[4.73617342e-05 4.42076501e-05 4.13179863e-05 3.86721605e-05
 3.62512792e-05 3.40372246e-05]",[0.0057879  0.00572528 0.00566378 0.00560339 0.00554408 0.0054858 ]
111,[0.0047     0.00461978 0.0045432  0.00447003 0.00440004 0.00433302],"[5.35354151e-05 5.01707283e-05 4.70711088e-05 4.42161126e-05
 4.15870213e-05 3.91665424e-05]",[0.00416465 0.00411807 0.00407249 0.00402787 0.00398417 0.00394136]
112,[0.00627701 0.00613656 0.00600453 0.00588016 0.00576283 0.00565192],"[4.18398015e-05 4.01222267e-05 3.86376946e-05 3.73585373e-05
 3.62599826e-05 3.53200949e-05]",[0.00585861 0.00573534 0.00561815 0.00550658 0.00540023 0.00529872]
113,[0.0063063  0.00623844 0.00617256 0.00610855 0.00604632 0.00598577],"[2.52638894e-05 2.37883769e-05 2.24281142e-05 2.11741559e-05
 2.00193010e-05 1.89562100e-05]",[0.00605366 0.00600056 0.00594828 0.00589681 0.00584613 0.00579621]
114,[0.01322579 0.01301974 0.01282278 0.01263426 0.01245359 0.01228021],"[6.49685399e-05 6.13410352e-05 5.81032123e-05 5.52186454e-05
 5.26531175e-05 5.03766699e-05]",[0.01257611 0.01240633 0.01224175 0.01208208 0.01192705 0.01177645]
115,[0.0046541  0.00459057 0.00452941 0.00447046 0.0044136  0.0043587 ],"[3.45025221e-05 3.25180137e-05 3.06836217e-05 2.89879659e-05
 2.74208555e-05 2.59726376e-05]",[0.00430908 0.00426539 0.00422258 0.00418058 0.00413939 0.00409898]
116,[0.00927975 0.0091346  0.0089954  0.00886176 0.00873334 0.00860979],"[8.30006019e-05 7.78538817e-05 7.31062567e-05 6.87261566e-05
 6.46854022e-05 6.09574429e-05]",[0.00844974 0.00835606 0.00826434 0.0081745  0.00808649 0.00800022]
117,[0.00993342 0.00975608 0.00958821 0.00942898 0.00927769 0.00913365],"[3.48757667e-05 3.35702132e-05 3.25162782e-05 3.16805974e-05
 3.10341136e-05 3.05503952e-05]",[0.00958466 0.00942038 0.00926304 0.00911218 0.00896735 0.00882815]
118,[0.011163   0.0110552  0.01095081 0.01084961 0.01075141 0.01065602],"[4.64877300e-05 4.33981223e-05 4.05556311e-05 3.79413188e-05
 3.55385772e-05 3.33312991e-05]",[0.01069812 0.01062122 0.01054525 0.01047019 0.01039602 0.01032271]
119,[0.013023   0.01284186 0.0126682  0.01250153 0.0123414  0.01218739],"[9.41290407e-05 8.85865789e-05 8.35014725e-05 7.88375879e-05
 7.45598406e-05 7.06380923e-05]",[0.01208171 0.01195599 0.01183319 0.01171316 0.01159581 0.011481  ]
120,[0.00842359 0.00821205 0.00801471 0.00783026 0.00765747 0.00749529],"[5.90801001e-05 5.52065487e-05 5.18593068e-05 4.89747903e-05
 4.64979209e-05 4.43788330e-05]",[0.00783279 0.00765998 0.00749612 0.00734051 0.00719249 0.0070515 ]
121,[0.01445688 0.01421344 0.01398244 0.01376285 0.0135537  0.01335414],"[5.51200658e-05 5.36276917e-05 5.24065365e-05 5.14218733e-05
 5.06425259e-05 5.00417919e-05]",[0.01390568 0.01367716 0.01345837 0.01324863 0.01304727 0.01285372]
122,[0.02315186 0.0222686  0.0214787  0.02077006 0.02013224 0.01955614],"[5.59546655e-05 5.53736367e-05 5.64100982e-05 5.87256652e-05
 6.20356344e-05 6.61039282e-05]",[0.02259231 0.02171486 0.0209146  0.0201828  0.01951188 0.0188951 ]
123,[0.00913638 0.0089799  0.00883094 0.00868895 0.00855342 0.00842387],"[5.16134640e-05 4.80494285e-05 4.48544244e-05 4.19935286e-05
 3.94354871e-05 3.71506922e-05]",[0.00862025 0.0084994  0.0083824  0.00826902 0.00815907 0.00805237]
124,[0.00788167 0.00771847 0.0075642  0.00741814 0.00727966 0.00714817],"[3.91361460e-05 3.64566889e-05 3.41340128e-05 3.21303124e-05
 3.04108700e-05 2.89454779e-05]",[0.00749031 0.00735391 0.00722286 0.00709684 0.00697555 0.00685872]
125,[0.01147523 0.0112625  0.01106075 0.01086913 0.01068682 0.01051313],"[3.34753039e-05 3.14080314e-05 2.96923106e-05 2.82877096e-05
 2.71571670e-05 2.62684840e-05]",[0.01114048 0.01094841 0.01076383 0.01058625 0.01041525 0.01025044]
126,[0.00805666 0.00795414 0.00785524 0.00775975 0.00766746 0.00757818],"[5.85377291e-05 5.47667689e-05 5.12713782e-05 4.80310729e-05
 4.50280351e-05 4.22447829e-05]",[0.00747128 0.00740647 0.00734253 0.00727944 0.00721718 0.00715573]
127,[0.0189088  0.01826935 0.01768914 0.01716084 0.01667813 0.01623554],"[5.24543537e-05 4.86895690e-05 4.62729680e-05 4.49683521e-05
 4.45745893e-05 4.49229533e-05]",[0.01838425 0.01778246 0.01722641 0.01671116 0.01623239 0.01578631]
128,[0.00380658 0.00373646 0.00366959 0.00360577 0.00354479 0.00348648],"[5.60410793e-05 5.25796313e-05 4.93741058e-05 4.64055652e-05
 4.36567003e-05 4.11109499e-05]",[0.00324617 0.00321066 0.00317585 0.00314171 0.00310822 0.00307537]
129,[0.00603014 0.00588398 0.00574857 0.00562266 0.00550515 0.00539511],"[8.05314050e-05 7.78353002e-05 7.53634157e-05 7.30866646e-05
 7.09812817e-05 6.90262318e-05]",[0.00522482 0.00510563 0.00499494 0.00489179 0.00479533 0.00470484]
130,[0.00375083 0.00368328 0.00361859 0.0035566  0.00349713 0.00344004],"[4.45953902e-05 4.17793647e-05 3.91706945e-05 3.67549998e-05
 3.45178399e-05 3.24464198e-05]",[0.00330488 0.00326549 0.00322688 0.00318905 0.00315195 0.00311557]
131,[0.01068936 0.01044466 0.01021558 0.01000069 0.00979866 0.00960835],"[3.17467205e-05 3.16080965e-05 3.17726604e-05 3.21899127e-05
 3.28164628e-05 3.36138168e-05]",[0.01037189 0.01012858 0.00989786 0.00967879 0.00947049 0.00927222]
132,[0.00591618 0.00580026 0.00569007 0.00558516 0.00548515 0.00538968],"[2.35722557e-05 2.22457022e-05 2.11191945e-05 2.01704499e-05
 1.93797380e-05 1.87293035e-05]",[0.00568046 0.00557781 0.00547888 0.00538346 0.00529135 0.00520238]
133,[0.00578012 0.00569635 0.00561568 0.00553795 0.00546297 0.00539057],"[5.23654527e-05 4.90705391e-05 4.60135279e-05 4.31775301e-05
 4.05471112e-05 3.81066800e-05]",[0.00525646 0.00520564 0.00515554 0.00510617 0.0050575  0.0050095 ]
134,[0.01188982 0.01175475 0.01162435 0.01149832 0.01137638 0.01125827],"[6.33911297e-05 5.90033597e-05 5.49668661e-05 5.12554877e-05
 4.78438962e-05 4.47086950e-05]",[0.01125591 0.01116472 0.01107468 0.01098576 0.01089794 0.01081118]
135,[0.01387403 0.01364098 0.01341872 0.01320637 0.01300312 0.01280826],"[6.57151213e-05 6.15904777e-05 5.79270805e-05 5.46766667e-05
 5.17961209e-05 4.92470017e-05]",[0.01321687 0.01302507 0.01283945 0.0126596  0.01248516 0.01231579]
136,[0.00735441 0.00723351 0.00711786 0.0070071  0.00690088 0.00679885],"[3.63485647e-05 3.47724867e-05 3.33755540e-05 3.21400318e-05
 3.10494692e-05 3.00889425e-05]",[0.00699093 0.00688578 0.00678411 0.0066857  0.00659038 0.00649796]
137,[0.00837714 0.00824732 0.00812396 0.00800661 0.00789485 0.00778826],"[1.05716589e-04 9.85687615e-05 9.19716109e-05 8.58827008e-05
 8.02627864e-05 7.50754949e-05]",[0.00731997 0.00726163 0.00720425 0.00714779 0.00709222 0.00703751]
138,[0.00714111 0.00703325 0.0069297  0.0068302  0.00673448 0.00664233],"[7.32266352e-05 6.85325463e-05 6.41829855e-05 6.01530332e-05
 5.64197561e-05 5.29620037e-05]",[0.00640884 0.00634792 0.00628787 0.00622867 0.00617028 0.00611271]
139,[0.01324671 0.01303934 0.0128426  0.01265564 0.01247771 0.01230811],"[5.80392891e-05 5.52499515e-05 5.28462264e-05 5.07861351e-05
 4.90320774e-05 4.75504020e-05]",[0.01266632 0.01248684 0.01231414 0.01214778 0.01198739 0.01183261]
140,[0.01250338 0.01236984 0.01224053 0.01211514 0.01199346 0.01187524],"[5.58878447e-05 5.19955133e-05 4.84179558e-05 4.51301616e-05
 4.21101739e-05 3.93380170e-05]",[0.0119445  0.01184989 0.01175635 0.01166384 0.01157236 0.01148186]
141,[0.0113774  0.01125862 0.011144   0.01103326 0.01092616 0.01082247],"[3.33127465e-05 3.16496177e-05 3.01715942e-05 2.88619563e-05
 2.77050629e-05 2.66866372e-05]",[0.01104428 0.01094213 0.01084228 0.01074465 0.01064911 0.0105556 ]
142,[0.01258659 0.01234752 0.01212305 0.0119118  0.01171252 0.01152411],"[4.31430598e-05 4.11563909e-05 3.95667414e-05 3.83194902e-05
 3.73664627e-05 3.66657144e-05]",[0.01215516 0.01193596 0.01172739 0.01152861 0.01133886 0.01115745]
143,[0.01152226 0.01131107 0.01111063 0.01092018 0.01073899 0.01056638],"[7.56463054e-05 7.22112994e-05 6.91823187e-05 6.65193872e-05
 6.41865321e-05 6.21498075e-05]",[0.0107658  0.01058895 0.01041881 0.01025499 0.01009712 0.00994488]
144,[0.00549033 0.0053818  0.00527847 0.00517998 0.00508601 0.00499626],"[6.14927336e-05 5.84458056e-05 5.56577417e-05 5.31073495e-05
 5.07746505e-05 4.86410787e-05]",[0.00487541 0.00479734 0.00472189 0.0046489  0.00457826 0.00450984]
145,[0.01133341 0.01118684 0.01104645 0.01091186 0.01078264 0.01065846],"[7.57331889e-05 7.07027346e-05 6.60918237e-05 6.18666928e-05
 5.79964852e-05 5.44517963e-05]",[0.01057608 0.01047981 0.01038553 0.01029319 0.01020268 0.01011394]
146,[0.01813607 0.01765379 0.01721487 0.01681429 0.01644762 0.01611094],"[4.64120217e-05 4.53387355e-05 4.51401715e-05 4.56534404e-05
 4.67410395e-05 4.82847521e-05]",[0.01767195 0.0172004  0.01676347 0.01635776 0.01598021 0.01562809]
147,[0.00528765 0.00518278 0.00508267 0.00498702 0.00489552 0.00480789],"[7.54724386e-05 7.10174401e-05 6.69060904e-05 6.31110785e-05
 5.96069146e-05 5.63713737e-05]",[0.00453292 0.0044726  0.00441361 0.00435591 0.00429945 0.00424418]
148,[0.007636   0.0075026  0.0073755  0.00725427 0.00713847 0.00702771],"[6.28268361e-05 5.87976563e-05 5.51189458e-05 5.17620429e-05
 4.86990695e-05 4.59041851e-05]",[0.00700773 0.00691463 0.00682432 0.00673665 0.00665148 0.00656867]
149,[0.0092776  0.00915897 0.00904463 0.00893429 0.0088277  0.00872462],"[3.90822015e-05 3.74224944e-05 3.59280263e-05 3.45833060e-05
 3.33754037e-05 3.22920000e-05]",[0.00888677 0.00878475 0.00868535 0.00858846 0.00849394 0.0084017 ]
150,[0.01177078 0.01153568 0.011315   0.01110738 0.01091165 0.01072676],"[5.14820660e-05 4.94163284e-05 4.77478148e-05 4.64231753e-05
 4.53950484e-05 4.46220530e-05]",[0.01125596 0.01104152 0.01083752 0.01064315 0.0104577  0.01028054]
151,[0.00490194 0.00483202 0.00476467 0.00469975 0.0046371  0.0045766 ],"[4.39735098e-05 4.12771340e-05 3.87765194e-05 3.64573784e-05
 3.43075182e-05 3.23138560e-05]",[0.0044622  0.00441925 0.0043769  0.00433517 0.00429403 0.00425346]
152,[0.00608932 0.00597949 0.00587481 0.00577493 0.00567954 0.00558833],"[7.86358168e-05 7.32542541e-05 6.82903045e-05 6.37114542e-05
 5.94883022e-05 5.55937239e-05]",[0.00530296 0.00524694 0.0051919  0.00513782 0.00508465 0.00503239]
153,[0.00604835 0.00592528 0.00580821 0.00569674 0.00559047 0.00548905],"[7.54210587e-05 7.04555579e-05 6.58994106e-05 6.17188622e-05
 5.78834407e-05 5.43651777e-05]",[0.00529414 0.00522072 0.00514922 0.00507956 0.00501164 0.0049454 ]
154,[0.00556562 0.00547904 0.00539616 0.00531674 0.00524053 0.00516734],"[4.58143351e-05 4.32237647e-05 4.08475667e-05 3.86682509e-05
 3.66691889e-05 3.48362285e-05]",[0.00510748 0.0050468  0.00498768 0.00493005 0.00487384 0.00481898]
155,[0.00951964 0.00942609 0.00933536 0.00924727 0.00916167 0.00907842],"[3.97380737e-05 3.71514381e-05 3.47649772e-05 3.25634064e-05
 3.05331971e-05 2.86616513e-05]",[0.00912226 0.00905458 0.00898771 0.00892164 0.00885634 0.0087918 ]
156,[0.01195935 0.01183013 0.01170557 0.01158536 0.01146924 0.01135695],"[5.30769480e-05 5.01246105e-05 4.74353161e-05 4.49879410e-05
 4.27627984e-05 4.07418259e-05]",[0.01142858 0.01132889 0.01123122 0.01113548 0.01104161 0.01094953]
157,[0.00827197 0.00814162 0.00801701 0.00789776 0.00778352 0.00767396],"[7.84997689e-05 7.29696552e-05 6.78808793e-05 6.31994222e-05
 5.88941367e-05 5.49355788e-05]",[0.00748697 0.00741192 0.0073382  0.00726576 0.00719457 0.0071246 ]
158,[0.01065541 0.0105499  0.01044756 0.01034821 0.01025169 0.01015781],"[4.16123313e-05 3.88375677e-05 3.62785884e-05 3.39199848e-05
 3.17465470e-05 2.97447007e-05]",[0.01023929 0.01016152 0.01008477 0.01000901 0.00993422 0.00986037]
159,[0.00567161 0.00558213 0.00549608 0.00541326 0.00533345 0.00525649],"[4.43943480e-05 4.23034167e-05 4.03727330e-05 3.85905759e-05
 3.69446706e-05 3.54246355e-05]",[0.00522766 0.0051591  0.00509236 0.00502735 0.00496401 0.00490224]
160,[0.00633741 0.00623355 0.00613352 0.00603708 0.00594402 0.00585414],"[4.40649925e-05 4.20437605e-05 4.01775540e-05 3.84536933e-05
 3.68601534e-05 3.53868689e-05]",[0.00589676 0.00581311 0.00573174 0.00565255 0.00557542 0.00550027]
161,[0.00907082 0.00894299 0.00882052 0.00870305 0.00859023 0.00848175],"[2.99114069e-05 2.86994158e-05 2.76638143e-05 2.67860105e-05
 2.60492073e-05 2.54384618e-05]",[0.00877171 0.00865599 0.00854388 0.00843519 0.00832974 0.00822737]
162,[0.00807314 0.00796276 0.007857   0.00775551 0.00765795 0.00756404],"[4.85412887e-05 4.62653415e-05 4.41782796e-05 4.22639151e-05
 4.05066191e-05 3.88927753e-05]",[0.00758772 0.0075001  0.00741522 0.00733287 0.00725289 0.00717511]
163,[0.00416397 0.00407591 0.00399301 0.00391487 0.00384108 0.0037713 ],"[7.58035955e-05 7.10006561e-05 6.65775107e-05 6.25022989e-05
 5.87444950e-05 5.52786880e-05]",[0.00340594 0.0033659  0.00332724 0.00328985 0.00325363 0.00321851]
164,[0.00620887 0.00611116 0.00601714 0.0059266  0.00583928 0.005755  ],"[3.99160250e-05 3.78663357e-05 3.59883575e-05 3.42675380e-05
 3.26902306e-05 3.12447103e-05]",[0.00580971 0.0057325  0.00565726 0.00558392 0.00551238 0.00544255]
165,[0.00962812 0.00944879 0.00927782 0.00911463 0.00895868 0.00880949],"[7.98103635e-05 7.42789929e-05 6.92489053e-05 6.46778520e-05
 6.05266194e-05 5.67597603e-05]",[0.00883002 0.008706   0.00858533 0.00846785 0.00835342 0.00824189]
166,[0.00547669 0.00538881 0.0053047  0.0052241  0.00514679 0.00507256],"[5.53098504e-05 5.16958577e-05 4.83623607e-05 4.52875904e-05
 4.24518253e-05 3.98368795e-05]",[0.00492359 0.00487186 0.00482108 0.00477123 0.00472227 0.00467419]
167,[0.00943283 0.00926775 0.00911133 0.00896287 0.00882177 0.00868745],"[6.09005522e-05 5.69026579e-05 5.33294825e-05 5.01401140e-05
 4.72972344e-05 4.47670589e-05]",[0.00882382 0.00869872 0.00857803 0.00846147 0.0083488  0.00823978]
168,[0.01160456 0.0114782  0.01135578 0.01123704 0.01112172 0.01100962],"[4.96753330e-05 4.75004665e-05 4.54997435e-05 4.36591563e-05
 4.19650051e-05 4.04054931e-05]",[0.0111078  0.0110032  0.01090078 0.01080045 0.01070207 0.01060557]
169,[0.00555777 0.0054737  0.00539324 0.00531615 0.00524219 0.00517116],"[3.74056554e-05 3.53316774e-05 3.34422492e-05 3.17213985e-05
 3.01547255e-05 2.87287962e-05]",[0.00518371 0.00512039 0.00505882 0.00499893 0.00494064 0.00488388]
170,[0.00375169 0.00369187 0.00363438 0.0035791  0.00352588 0.00347461],"[4.63378031e-05 4.35272743e-05 4.09097500e-05 3.84713984e-05
 3.61999705e-05 3.40839713e-05]",[0.00328831 0.00325659 0.00322529 0.00319439 0.00316388 0.00313377]
171,[0.00999728 0.00980567 0.00962466 0.0094534  0.00929108 0.00913699],"[5.29438438e-05 5.00776624e-05 4.75960700e-05 4.54575783e-05
 4.36243934e-05 4.20624277e-05]",[0.00946784 0.00930489 0.0091487  0.00899882 0.00885483 0.00871636]
172,[0.00954423 0.00942355 0.00930733 0.00919531 0.00908722 0.00898283],"[4.79926496e-05 4.46199631e-05 4.15310207e-05 3.87043912e-05
 3.61190940e-05 3.37568034e-05]",[0.00906431 0.00897735 0.00889202 0.00880826 0.00872603 0.00864527]
173,[0.00691268 0.00680375 0.00669955 0.00659977 0.0065041  0.0064123 ],"[5.10531145e-05 4.79182088e-05 4.50517979e-05 4.24318236e-05
 4.00373723e-05 3.78506029e-05]",[0.00640215 0.00632457 0.00624903 0.00617545 0.00610373 0.00603379]
174,[0.01102436 0.01075752 0.01050972 0.01027906 0.01006384 0.00986256],"[5.88840433e-05 5.46048908e-05 5.10090523e-05 4.80105745e-05
 4.55324769e-05 4.35071880e-05]",[0.01043552 0.01021147 0.00999963 0.00979896 0.00960851 0.00942749]
175,[0.01022646 0.01013717 0.01005024 0.00996553 0.00988291 0.00980226],"[3.43223737e-05 3.21899936e-05 3.02234676e-05 2.84109350e-05
 2.67407225e-05 2.52022942e-05]",[0.00988324 0.00981527 0.009748   0.00968142 0.0096155  0.00955024]
176,[0.01020262 0.00999869 0.00980489 0.00962043 0.00944461 0.00927679],"[6.97469754e-05 6.51850987e-05 6.10951268e-05 5.74307521e-05
 5.41503610e-05 5.12158737e-05]",[0.00950515 0.00934684 0.00919394 0.00904612 0.00890311 0.00876463]
177,[0.00776378 0.0075899  0.00742599 0.00727129 0.00712509 0.00698673],"[1.07528058e-04 1.00022002e-04 9.31659932e-05 8.69036964e-05
 8.11842792e-05 7.59604366e-05]",[0.0066885  0.00658968 0.00649433 0.00640225 0.00631325 0.00622712]
178,[0.01355526 0.01331594 0.01309014 0.01287666 0.01267444 0.01248253],"[7.55133577e-05 7.22098492e-05 6.93534333e-05 6.68922601e-05
 6.47791715e-05 6.29736882e-05]",[0.01280012 0.01259384 0.0123966  0.01220774 0.01202665 0.01185279]
179,[0.00691842 0.00681055 0.006707   0.00660749 0.00651174 0.00641952],"[3.87726660e-05 3.63865681e-05 3.42220423e-05 3.22602032e-05
 3.04831985e-05 2.88751926e-05]",[0.00653069 0.00644669 0.00636478 0.00628488 0.00620691 0.00613077]
180,[0.00408608 0.00402664 0.00396924 0.00391377 0.00386012 0.00380821],"[4.26170592e-05 4.03160756e-05 3.81622067e-05 3.61458778e-05
 3.42579040e-05 3.24901765e-05]",[0.00365991 0.00362348 0.00358762 0.00355231 0.00351755 0.00348331]
181,[0.01251742 0.01233189 0.0121545  0.0119846  0.01182166 0.01166514],"[7.00278479e-05 6.51485702e-05 6.07333161e-05 5.67396630e-05
 5.31295597e-05 4.98679599e-05]",[0.01181714 0.01168041 0.01154716 0.0114172  0.01129036 0.01116646]
182,[0.01678605 0.01633287 0.0159105  0.01551604 0.01514688 0.01480071],"[6.68904030e-05 6.52515021e-05 6.42895023e-05 6.39014364e-05
 6.39976930e-05 6.45004442e-05]",[0.01611714 0.01568035 0.0152676  0.01487703 0.01450691 0.0141557 ]
183,[0.01770683 0.01719046 0.01671939 0.01628864 0.01589372 0.01553074],"[4.66203811e-05 4.45142518e-05 4.34341100e-05 4.32065742e-05
 4.36817054e-05 4.47319018e-05]",[0.01724062 0.01674532 0.01628505 0.01585657 0.0154569  0.01508342]
184,[0.0096968  0.00956527 0.00943919 0.0093182  0.00920195 0.0090901 ],"[6.77199392e-05 6.27135731e-05 5.81241584e-05 5.39180882e-05
 5.00648183e-05 4.65355995e-05]",[0.0090196  0.00893813 0.00885795 0.00877902 0.0087013  0.00862474]
185,[0.00614597 0.00604117 0.00594116 0.00584561 0.00575423 0.00566675],"[5.48499594e-05 5.09989017e-05 4.74767821e-05 4.42569858e-05
 4.13159216e-05 3.86305933e-05]",[0.00559747 0.00553118 0.00546639 0.00540304 0.00534107 0.00528044]
186,[0.00598641 0.00583067 0.00568482 0.00554799 0.00541937 0.00529824],"[4.39696724e-05 4.10456076e-05 3.85003402e-05 3.62901352e-05
 3.43768517e-05 3.27257350e-05]",[0.00554671 0.00542021 0.00529982 0.00518509 0.0050756  0.00497099]
187,[0.00772799 0.00764295 0.00756054 0.00748062 0.00740304 0.00732767],"[3.64491615e-05 3.44514477e-05 3.26067968e-05 3.09038036e-05
 2.93320452e-05 2.78816107e-05]",[0.0073635  0.00729844 0.00723448 0.00717158 0.00710972 0.00704886]
188,[0.00692144 0.00681709 0.00671701 0.00662091 0.00652855 0.00643968],"[6.60610802e-05 6.17758472e-05 5.78245240e-05 5.41814077e-05
 5.08225118e-05 4.77261980e-05]",[0.00626083 0.00619933 0.00613876 0.0060791  0.00602033 0.00596242]
189,[0.00444434 0.00436661 0.00429238 0.0042214  0.00415346 0.00408837],"[4.82568156e-05 4.53824367e-05 4.27358417e-05 4.02991522e-05
 3.80558064e-05 3.59908628e-05]",[0.00396178 0.00391279 0.00386502 0.0038184  0.0037729  0.00372846]
190,[0.0064867  0.00640313 0.00632183 0.00624268 0.00616558 0.00609043],"[3.27473476e-05 3.09555461e-05 2.92912894e-05 2.77451792e-05
 2.63089318e-05 2.49749673e-05]",[0.00615923 0.00609358 0.00602892 0.00596523 0.0059025  0.00584068]
191,[0.01413696 0.01379545 0.01347826 0.01318266 0.01290627 0.01264706],"[8.30854281e-05 8.24603737e-05 8.21325267e-05 8.20419357e-05
 8.21385250e-05 8.23809498e-05]",[0.01330611 0.01297084 0.01265693 0.01236224 0.01208489 0.01182325]
