,inner_loss,inner_loss_i,inner_loss_b,inner_loss_f
3887,[0.07497227 0.04280151 0.0364687  0.02751596 0.02080057 0.01715962],[0.03065237 0.02876678 0.02287288 0.01725373 0.01477992 0.01190862],[0.0045898  0.00429132 0.00301764 0.00255765 0.0020704  0.00188359],[0.0397301  0.0097434  0.01057818 0.00770459 0.00395026 0.00336741]
3888,[0.0628294  0.06986531 0.05886497 0.0360996  0.03123287 0.02690825],[0.03349307 0.02915167 0.02998461 0.02622872 0.02208154 0.01881475],[0.00402756 0.00309836 0.0026808  0.00224698 0.00195657 0.00181527],[0.02530878 0.03761528 0.02619956 0.0076239  0.00719475 0.00627823]
3889,[0.06386107 0.04005085 0.03347765 0.03200995 0.03422259 0.02043223],[0.03299648 0.02700631 0.02196521 0.01801381 0.01655119 0.01449872],[0.00435312 0.00327281 0.00254995 0.00223262 0.00200259 0.00191657],[0.02651147 0.00977173 0.00896249 0.01176352 0.0156688  0.00401694]
3890,[0.08879315 0.08334045 0.06620133 0.04350705 0.03626887 0.03070595],[0.03167985 0.04537062 0.04219282 0.03291177 0.02696208 0.02282115],[0.00391692 0.00335763 0.00313562 0.00309572 0.00270323 0.00242047],[0.05319638 0.03461219 0.02087289 0.00749957 0.00660356 0.00546433]
3891,[0.08365667 0.04982876 0.04060931 0.0341039  0.02913849 0.02518641],[0.03092399 0.03401908 0.02814778 0.0234964  0.01986287 0.01691911],[0.00372874 0.00343899 0.00273258 0.00239957 0.00214013 0.00200556],[0.04900393 0.01237069 0.00972895 0.00820794 0.00713549 0.00626173]
3892,[0.05569084 0.03783699 0.02993134 0.02478948 0.02094637 0.01796615],[0.02899605 0.02415207 0.0197705  0.01643254 0.01367035 0.01153832],[0.00361514 0.00293335 0.00203277 0.0017441  0.00158422 0.0014643 ],[0.02307964 0.01075157 0.00812806 0.00661285 0.00569181 0.00496353]
3893,[0.05235468 0.04577628 0.03207688 0.02357264 0.01923508 0.01596474],[0.03337427 0.02691459 0.02297373 0.01812906 0.01465861 0.01194195],[0.00315081 0.00234175 0.00209641 0.00189882 0.00170701 0.00161162],[0.0158296  0.01651994 0.00700675 0.00354476 0.00286946 0.00241116]
3894,[0.07400445 0.06734928 0.05928972 0.03739073 0.03575098 0.03861512],[0.03379715 0.03510346 0.03168251 0.02580428 0.02127153 0.01832766],[0.00209763 0.00207151 0.0022718  0.00236079 0.0021072  0.00230536],[0.03810966 0.03017431 0.0253354  0.00922566 0.01237224 0.0179821 ]
3895,[0.08022901 0.04581634 0.03824664 0.03036102 0.02545056 0.02194855],[0.03610095 0.03415205 0.02698878 0.02265982 0.01837217 0.01578206],[0.00189172 0.0025196  0.00202674 0.00203136 0.00173444 0.0016783 ],[0.04223634 0.00914468 0.00923112 0.00566984 0.00534395 0.00448819]
3896,[0.07406168 0.06960723 0.04265766 0.03433461 0.02902882 0.02491264],[0.03513488 0.03936612 0.03357772 0.02635462 0.02133845 0.01751427],[0.00151542 0.00172534 0.0017196  0.00158806 0.00149881 0.00147908],[0.03741138 0.02851577 0.00736034 0.00639193 0.00619157 0.0059193 ]
3897,[0.06214115 0.05680247 0.04006896 0.03038158 0.02552301 0.02295314],[0.03614896 0.03090473 0.02789486 0.02252202 0.01818544 0.0152046 ],[0.00101205 0.0015272  0.00169797 0.00166476 0.00151033 0.00146949],[0.02498015 0.02437054 0.01047613 0.0061948  0.00582724 0.00627905]
3898,[0.06336125 0.04163769 0.03527128 0.0310888  0.02346453 0.01964288],[0.04001462 0.03120311 0.02548827 0.02061758 0.01688151 0.0136388 ],[0.00055469 0.00106283 0.00096314 0.00118104 0.00126786 0.00123047],[0.02279194 0.00937174 0.00881986 0.00929018 0.00531516 0.00477361]
3899,[0.06433639 0.04100559 0.0330185  0.02729159 0.02289095 0.01943856],[0.03813797 0.03097449 0.02471337 0.02033465 0.01674996 0.01402013],[0.00032393 0.00090296 0.00092891 0.00106328 0.00113136 0.00118971],[0.02587449 0.00912814 0.00737622 0.00589367 0.00500963 0.00422872]
3900,[0.06269588 0.04829099 0.04168422 0.02940335 0.02447418 0.02070727],[0.03735691 0.02916516 0.02691988 0.02192573 0.01796942 0.01461753],[0.00044286 0.00113987 0.00104686 0.00121429 0.00124792 0.00127016],[0.02489612 0.01798596 0.01371747 0.00626333 0.00525684 0.00481958]
3901,[0.06084358 0.05470888 0.05480633 0.03378777 0.03042018 0.02280416],[0.03783023 0.03096777 0.02545184 0.02141627 0.017122   0.01563553],[0.00045284 0.00102438 0.00132066 0.00123575 0.00130352 0.0014007 ],[0.02256051 0.02271673 0.02803382 0.01113575 0.01199466 0.00576793]
3902,[0.07314575 0.05714552 0.04175596 0.034773   0.0280527  0.0243172 ],[0.04685239 0.03762087 0.03032464 0.02533885 0.02066101 0.0172822 ],[0.00050559 0.00123719 0.00142856 0.00146305 0.00143158 0.00142277],[0.02578776 0.01828746 0.01000276 0.0079711  0.00596011 0.00561224]
3903,[0.05853386 0.05186961 0.03521404 0.02958773 0.02353851 0.01837979],[0.03688894 0.02796385 0.0247882  0.01960118 0.01582433 0.01297519],[0.00055053 0.00150992 0.00204346 0.00189569 0.00169122 0.00155421],[0.02109439 0.02239584 0.00838238 0.00809086 0.00602296 0.00385039]
3904,[0.06114535 0.04372431 0.03527743 0.02860174 0.02656797 0.02261695],[0.03555087 0.02840863 0.0231593  0.01891238 0.0158349  0.0129793 ],[0.00055421 0.00149455 0.00121289 0.00122937 0.00128149 0.00131144],[0.02504028 0.01382113 0.01090524 0.00845999 0.00945158 0.0083262 ]
3905,[0.05995525 0.04272713 0.03514519 0.03157253 0.02835697 0.02207545],[0.03786595 0.02960641 0.02337647 0.0189403  0.0182014  0.01553509],[0.00083035 0.00223006 0.00167948 0.00161046 0.00143768 0.00140259],[0.02125896 0.01089066 0.01008924 0.01102177 0.00871789 0.00513777]
3906,[0.05788121 0.04856218 0.0362263  0.02970432 0.0241698  0.02056702],[0.04333161 0.03320666 0.02821818 0.02202091 0.01787585 0.0144311 ],[0.00133505 0.00169473 0.00130008 0.00147127 0.00111885 0.00123297],[0.01321454 0.01366079 0.00670803 0.00621214 0.00517511 0.00490295]
3907,[0.06253428 0.0431277  0.03484716 0.02848978 0.0237549  0.01999424],[0.04291934 0.03406651 0.02702406 0.0218506  0.01777817 0.01464922],[0.0017835  0.00169868 0.00149527 0.00147563 0.00144363 0.00142641],[0.01783143 0.00736251 0.00632783 0.00516355 0.0045331  0.00391861]
3908,[0.06687318 0.05155614 0.0438003  0.03210443 0.02684137 0.02268561],[0.05022781 0.04166653 0.03284732 0.02730006 0.02258236 0.01883861],[0.00249541 0.00203746 0.00148012 0.00135506 0.00121238 0.00114486],[0.01414996 0.00785214 0.00947286 0.00344931 0.00304664 0.00270214]
3909,[0.07141419 0.05474035 0.04050935 0.036151   0.02753407 0.02241996],[0.04329698 0.03412578 0.02891547 0.02376342 0.0198109  0.01637256],[0.00324652 0.0025715  0.00215657 0.00192649 0.0017224  0.00152872],[0.02487069 0.01804308 0.00943731 0.01046109 0.00600078 0.00451868]
3910,[0.07295045 0.04371941 0.03362721 0.02725119 0.02268039 0.01931901],[0.03673728 0.03023461 0.02413887 0.01922315 0.016151   0.01318644],[0.00428021 0.00352298 0.00246239 0.00200329 0.00169424 0.00152548],[0.03193297 0.00996183 0.00702596 0.00602475 0.00483515 0.00460709]
3911,[0.0867905  0.05345062 0.04243604 0.03552633 0.0294106  0.02323791],[0.04238706 0.03495773 0.02813849 0.0237818  0.01939296 0.017045  ],[0.00594387 0.00614516 0.00456488 0.0036115  0.00294234 0.00245688],[0.03845957 0.01234773 0.00973267 0.00813304 0.0070753  0.00373603]
3912,[0.06152602 0.05567015 0.03709955 0.02978607 0.02449405 0.02040855],[0.03997852 0.0308253  0.02726772 0.02227135 0.01830245 0.01512343],[0.0059521  0.0044414  0.0030758  0.00235658 0.00192268 0.00167954],[0.0155954  0.02040346 0.00675603 0.00515815 0.00426892 0.00360558]
3913,[0.06641322 0.06380327 0.04258978 0.03210803 0.02648045 0.02278691],[0.03949876 0.03170337 0.02757003 0.02202749 0.01787594 0.01547473],[0.00600551 0.0046958  0.00409991 0.00311521 0.00252988 0.0022665 ],[0.02090895 0.02740409 0.01091984 0.00696534 0.00607463 0.00504568]
3914,[0.0707743  0.04570664 0.04579691 0.0300285  0.02419264 0.02023693],[0.03165558 0.0257528  0.02288705 0.01805827 0.01686063 0.01379275],[0.00557512 0.00414417 0.00301226 0.00245768 0.00200739 0.00175691],[0.0335436  0.01580967 0.0198976  0.00951255 0.00532462 0.00468726]
3915,[0.05894987 0.04836095 0.04547333 0.02959876 0.02526952 0.02242463],[0.03882174 0.03157454 0.02521329 0.02220937 0.01859509 0.01557688],[0.00439593 0.0028753  0.00210118 0.00180742 0.00151891 0.00140572],[0.0157322  0.01391112 0.01815886 0.00558198 0.00515552 0.00544203]
3916,[0.06695168 0.05341278 0.04202371 0.03384965 0.02781696 0.02335677],[0.03673677 0.03107229 0.02974144 0.02397379 0.01922066 0.01575329],[0.0032225  0.00292115 0.00225478 0.00189097 0.00146749 0.00137799],[0.02699241 0.01941934 0.01002749 0.00798489 0.00712881 0.00622548]
3917,[0.07103275 0.04763766 0.04047282 0.03163938 0.02573231 0.0213525 ],[0.03789702 0.0316793  0.02926826 0.02521567 0.0201997  0.01646282],[0.00217049 0.00186804 0.0014862  0.00130691 0.00116826 0.00110972],[0.03096524 0.01409032 0.00971835 0.0051168  0.00436434 0.00377996]
3918,[0.07109679 0.06477196 0.04663363 0.03730904 0.03327986 0.02912218],[0.04259215 0.03493398 0.03534582 0.02690435 0.02203952 0.01733514],[0.00176123 0.00248714 0.00299472 0.00247329 0.00208336 0.00192857],[0.02674341 0.02735084 0.0082931  0.0079314  0.00915698 0.00985847]
3919,[0.05764075 0.03825151 0.03614212 0.03409225 0.02283731 0.01890582],[0.0338589  0.02638847 0.02142578 0.01761388 0.01540115 0.01316816],[0.00091233 0.00217334 0.00167193 0.00203413 0.00256013 0.00230067],[0.02286952 0.0096897  0.01304441 0.01444425 0.00487603 0.00343699]
3920,[0.0597669  0.04172809 0.03361392 0.02675659 0.02212208 0.0185763 ],[0.04103681 0.03282536 0.02653229 0.02118848 0.01744046 0.01440626],[0.00059139 0.00141712 0.00098468 0.00108927 0.0010635  0.0010955 ],[0.01813871 0.00748561 0.00609695 0.00447884 0.00361812 0.00307453]
3921,[0.07515271 0.06467714 0.04145828 0.03214455 0.02681571 0.02265222],[0.04070815 0.03413078 0.03006753 0.02457988 0.0203874  0.01705669],[0.00047508 0.00117567 0.00149929 0.00150671 0.0014371  0.00134841],[0.03396948 0.02937069 0.00989146 0.00605796 0.00499121 0.00424713]
3922,[0.05913089 0.04026082 0.03421825 0.02494932 0.01982907 0.01638506],[0.03727694 0.02900029 0.02384425 0.01803825 0.01496648 0.01197312],[0.00059507 0.00114409 0.00114609 0.00133096 0.00139166 0.00138615],[0.02125889 0.01011644 0.00922791 0.00558011 0.00347092 0.0030258 ]
3923,[0.07170741 0.04774484 0.039455   0.04210813 0.03072652 0.0243988 ],[0.04331758 0.03519426 0.02854527 0.02516784 0.01972973 0.01712706],[0.00069354 0.00194868 0.00142518 0.00152623 0.00152811 0.00154233],[0.02769629 0.0106019  0.00948455 0.01541406 0.00946869 0.0057294 ]
3924,[0.07132472 0.051675   0.03812296 0.03150226 0.02647997 0.0226157 ],[0.04135773 0.03391286 0.0286527  0.02374368 0.0198632  0.01684001],[0.00064782 0.00134859 0.00167612 0.00169362 0.00155581 0.00154659],[0.02931916 0.01641356 0.00779414 0.00606497 0.00506096 0.00422911]
3925,[0.06884511 0.05407312 0.04010895 0.03114839 0.02570226 0.02157713],[0.03543339 0.02786318 0.02620793 0.02230871 0.01799701 0.0146975 ],[0.00109555 0.00200987 0.00154284 0.00151553 0.00141628 0.00143277],[0.03231617 0.02420006 0.01235818 0.00732415 0.00628897 0.00544685]
3926,[0.05604635 0.04072327 0.03494611 0.03103266 0.02448007 0.0206847 ],[0.03655311 0.02904274 0.02359821 0.01915452 0.01615205 0.01343093],[0.00175732 0.00163873 0.00130374 0.001417   0.00148823 0.00137638],[0.01773592 0.0100418  0.01004416 0.01046113 0.00683979 0.00587739]
3927,[0.06583086 0.06458973 0.03830301 0.0322225  0.02987474 0.02990747],[0.03554202 0.03261494 0.02691136 0.02168309 0.01835535 0.01463691],[0.00284413 0.00272274 0.00270468 0.00227395 0.00205294 0.00192811],[0.02744472 0.02925205 0.00868697 0.00826546 0.00946645 0.01334245]
3928,[0.06761783 0.04380936 0.03420254 0.0280168  0.02383423 0.0212853 ],[0.03252217 0.03269407 0.02604017 0.0214989  0.01756543 0.01503392],[0.0038633  0.00300406 0.00233579 0.00197269 0.00170071 0.00153719],[0.03123236 0.00811123 0.00582658 0.00454521 0.00456809 0.00471419]
3929,[0.06096741 0.04883937 0.03546888 0.02810255 0.02333149 0.01967539],[0.0334484  0.02965944 0.02370576 0.02033417 0.01678896 0.01409335],[0.00474768 0.00339177 0.00272138 0.00220792 0.00184179 0.00164638],[0.02277132 0.01578816 0.00904175 0.00556046 0.00470074 0.00393566]
3930,[0.05954813 0.04611066 0.03675914 0.03008543 0.02567224 0.02123308],[0.03452152 0.02808332 0.02374513 0.01998733 0.01740522 0.01484224],[0.00507473 0.00325945 0.00243573 0.00200725 0.00171538 0.00156422],[0.01995187 0.01476789 0.01057829 0.00809085 0.00655164 0.00482662]
3931,[0.08012325 0.06532789 0.05185103 0.03989037 0.03500025 0.02564723],[0.03549953 0.03108357 0.02503908 0.0237633  0.01994924 0.01648656],[0.00526457 0.00403017 0.00368035 0.00300589 0.00248591 0.00224103],[0.03935915 0.03021414 0.02313161 0.01312118 0.01256511 0.00691964]
3932,[0.06198065 0.06462707 0.04043088 0.03043482 0.02577481 0.02201684],[0.03681999 0.03136467 0.0252781  0.0202583  0.01732321 0.01431525],[0.00433512 0.00326055 0.00264592 0.00206721 0.00157048 0.00153689],[0.02082555 0.03000185 0.01250686 0.00810931 0.00688113 0.0061647 ]
3933,[0.06425897 0.04504636 0.04095278 0.02724795 0.02243014 0.01866716],[0.03154944 0.03116465 0.02610259 0.02084908 0.01702118 0.01397984],[0.00374806 0.00267416 0.00208976 0.00175981 0.00154728 0.00141104],[0.02896147 0.01120755 0.01276042 0.00463906 0.00386168 0.00327628]
3934,[0.07612941 0.06240235 0.05954734 0.0359248  0.02585719 0.02081665],[0.03279338 0.02774039 0.02227023 0.02123386 0.01749797 0.01485751],[0.00308388 0.00309873 0.00343303 0.00309895 0.00266762 0.00236406],[0.04025215 0.03156323 0.03384408 0.01159199 0.0056916  0.00359508]
3935,[0.05263091 0.03594707 0.03042577 0.02109553 0.01774144 0.01510497],[0.02876534 0.02274804 0.01860171 0.01533177 0.01271059 0.0106624 ],[0.00203005 0.00254071 0.0017435  0.00153092 0.00141795 0.00135179],[0.02183551 0.01065833 0.01008056 0.00423285 0.00361291 0.00309078]
3936,[0.05878292 0.05239133 0.04093754 0.03049859 0.0282084  0.02087881],[0.03447298 0.02915688 0.02446672 0.02097743 0.01819432 0.01476788],[0.00155303 0.00147315 0.00124137 0.00113923 0.00108277 0.00104904],[0.0227569  0.02176131 0.01522945 0.00838192 0.00893131 0.00506189]
3937,[0.05671921 0.03908041 0.03169978 0.02657928 0.02264405 0.01950035],[0.03245148 0.02568547 0.0208777  0.01733143 0.01456956 0.01237567],[0.0010217  0.00219345 0.00186178 0.00171761 0.00159747 0.00150665],[0.02324603 0.01120149 0.0089603  0.00753024 0.00647702 0.00561803]
3938,[0.06530966 0.05054096 0.03933947 0.03089612 0.02418678 0.02041789],[0.03440724 0.02781827 0.02498651 0.02106706 0.01699584 0.01423123],[0.00108615 0.00180811 0.00182451 0.00168515 0.00144657 0.00128397],[0.02981628 0.02091458 0.01252846 0.00814391 0.00574437 0.00490268]
3939,[0.05852193 0.0405908  0.03317318 0.026507   0.02193017 0.01845797],[0.03753054 0.03032866 0.02428615 0.01984063 0.0162787  0.01347891],[0.00101864 0.00166241 0.00139123 0.00141587 0.00133619 0.00130816],[0.01997275 0.00859973 0.0074958  0.0052505  0.00431528 0.0036709 ]
3940,[0.070236   0.05341816 0.03992045 0.03030179 0.02471966 0.02046954],[0.03386238 0.03494914 0.02819025 0.0221204  0.01752981 0.01419876],[0.00096207 0.00163449 0.00150508 0.00162692 0.00162321 0.00164763],[0.03541155 0.01683453 0.01022512 0.00655446 0.00556665 0.00462316]
3941,[0.05870211 0.04598455 0.04025408 0.02733662 0.02345274 0.01989246],[0.03236858 0.0255251  0.02095313 0.01924548 0.01556612 0.0127241 ],[0.0014939  0.00174214 0.00158589 0.00203247 0.00171985 0.00162733],[0.02483963 0.01871731 0.01771506 0.00605867 0.00616677 0.00554103]
3942,[0.05619867 0.04115857 0.03361255 0.02857096 0.02352895 0.01980382],[0.03809019 0.03041483 0.02407015 0.01986233 0.01597784 0.01338819],[0.00184399 0.00155942 0.00134235 0.00130464 0.00124199 0.00121053],[0.01626449 0.00918432 0.00820004 0.00740399 0.00630911 0.0052051 ]
3943,[0.06589971 0.05827686 0.0577602  0.06132749 0.03561284 0.02482598],[0.03711484 0.03014096 0.02563654 0.02546361 0.01948959 0.0182961 ],[0.00227191 0.00355165 0.00267015 0.00258837 0.00244613 0.0020648 ],[0.02651296 0.02458425 0.02945351 0.03327551 0.01367712 0.00446508]
3944,[0.07051532 0.06139284 0.03047378 0.02434201 0.02018182 0.01708791],[0.03172412 0.03096605 0.02107802 0.01693421 0.01401287 0.01147588],[0.00255693 0.00243841 0.00184215 0.00171374 0.00149072 0.00140587],[0.03623427 0.02798838 0.0075536  0.00569406 0.00467823 0.00420616]
3945,[0.06639331 0.05250798 0.04199979 0.03874657 0.02390985 0.01989046],[0.03500079 0.02873509 0.02381444 0.01981346 0.01652664 0.01361181],[0.00325677 0.00391628 0.00318313 0.0026286  0.00216655 0.00182497],[0.02813575 0.01985662 0.01500223 0.01630451 0.00521666 0.00445368]
3946,[0.06419317 0.04981682 0.03876152 0.02966889 0.02517835 0.0215495 ],[0.03522006 0.02986852 0.02407937 0.02084245 0.01731393 0.0146052 ],[0.00275447 0.00231548 0.00190109 0.00159272 0.00156628 0.0013787 ],[0.02621863 0.01763283 0.01278106 0.00723373 0.00629814 0.0055656 ]
3947,[0.06558367 0.05755896 0.04035156 0.03236183 0.02776272 0.02521898],[0.03278727 0.0333601  0.02948093 0.02282401 0.01832214 0.01442516],[0.0027575  0.0029505  0.00210453 0.00174278 0.00164206 0.00148826],[0.03003891 0.02124836 0.0087661  0.00779503 0.00779852 0.00930555]
3948,[0.05090283 0.03693363 0.02947187 0.02334516 0.01941263 0.01644514],[0.03097204 0.02446038 0.0192056  0.01575688 0.01293341 0.0107081 ],[0.00308131 0.0024791  0.00195779 0.00185681 0.00164835 0.00158295],[0.01684949 0.00999415 0.00830848 0.00573147 0.00483086 0.0041541 ]
3949,[0.06116699 0.04872019 0.03481012 0.02746968 0.0227867  0.0197582 ],[0.03467375 0.02717263 0.0261633  0.02153474 0.01733515 0.01416311],[0.00303118 0.00231285 0.00188168 0.0015942  0.00146488 0.0013725 ],[0.02346207 0.01923471 0.00676514 0.00434074 0.00398668 0.00422258]
3950,[0.07990056 0.05081392 0.03237544 0.02581034 0.02118387 0.01777314],[0.03327015 0.02871603 0.0234895  0.01878453 0.0153601  0.01258309],[0.00296321 0.00300635 0.00236543 0.00222245 0.00192852 0.00189622],[0.0436672  0.01909153 0.00652051 0.00480336 0.00389524 0.00329383]
3951,[0.05510512 0.04702705 0.03464189 0.02941284 0.02398204 0.01938753],[0.02963884 0.0243684  0.02202502 0.01740035 0.01689887 0.01323845],[0.00212789 0.00158737 0.00144376 0.00139737 0.00148056 0.00129208],[0.0233384  0.02107128 0.01117311 0.01061512 0.00560261 0.004857  ]
3952,[0.05407014 0.066589   0.03982722 0.02830511 0.02334144 0.01968847],[0.03145605 0.02462253 0.02358913 0.01934835 0.01583079 0.01322392],[0.00249072 0.0028483  0.00300953 0.00288226 0.00243237 0.00228141],[0.02012337 0.03911817 0.01322856 0.00607451 0.00507827 0.00418314]
3953,[0.06581252 0.04223583 0.0354847  0.02849263 0.02349576 0.01902902],[0.03488105 0.02907909 0.02291862 0.01984894 0.01584607 0.01304734],[0.00192773 0.00211524 0.00178428 0.00170941 0.00159042 0.00150325],[0.02900374 0.01104149 0.0107818  0.00693428 0.00605927 0.00447843]
3954,[0.05547629 0.05024922 0.03223075 0.02449332 0.01983619 0.01635173],[0.03544625 0.02749032 0.02410285 0.01910603 0.01534941 0.01250042],[0.00186174 0.00233936 0.00200721 0.00167603 0.00144249 0.00143415],[0.0181683  0.02041954 0.00612068 0.00371126 0.0030443  0.00241717]
3955,[0.08019214 0.06181572 0.04432435 0.03461063 0.02894373 0.02564941],[0.03705865 0.03436006 0.02896412 0.02321405 0.01900166 0.01643193],[0.00155321 0.00230072 0.00190008 0.00183395 0.00177382 0.0017008 ],[0.04158029 0.02515494 0.01346014 0.00956263 0.00816824 0.00751668]
3956,[0.0686463  0.06503761 0.05176521 0.02814105 0.02362022 0.02061511],[0.03821808 0.03189799 0.02808104 0.02251216 0.01876519 0.01542248],[0.00132962 0.00131816 0.00140992 0.00151979 0.00146292 0.00142235],[0.0290986  0.03182145 0.02227425 0.00410909 0.00339211 0.00377029]
3957,[0.06526943 0.04514813 0.03599118 0.02953954 0.02474087 0.02142903],[0.04300977 0.03491874 0.02815276 0.0230329  0.01893106 0.01569073],[0.00146336 0.00137677 0.00120956 0.00117059 0.00115012 0.00111586],[0.0207963  0.00885263 0.00662886 0.00533605 0.00465969 0.00462244]
3958,[0.0577405  0.05789711 0.03716962 0.0288328  0.02467813 0.02423264],[0.03745945 0.03124168 0.02863139 0.02250121 0.01819929 0.01468302],[0.00151619 0.0015241  0.00163264 0.00154107 0.00147184 0.0014178 ],[0.01876485 0.02513133 0.00690559 0.00479052 0.005007   0.00813183]
