,inner_loss,inner_loss_b,inner_loss_f
121,[7.09957795 3.17478075 2.00620948 1.50014912 1.06365697 0.68866423],[0.69473567 0.30334874 0.1874211  0.13778649 0.09521366 0.05874754],[0.15222121 0.14129334 0.13199854 0.12228427 0.1115204  0.10118888]
122,[6.695616   2.94401911 1.83664259 1.37670533 0.99249556 0.66955888],[0.65148991 0.2773719  0.16745261 0.12225496 0.08459926 0.05284882],[0.18071689 0.17030016 0.16211649 0.15415568 0.14650301 0.14107068]
123,[6.70026395 2.97856198 1.86629368 1.40415703 1.02014421 0.69235519],[0.65191076 0.28084012 0.17049191 0.12515445 0.08766694 0.0556367 ],[0.18115639 0.17016073 0.1613746  0.1526125  0.14347476 0.13598817]
124,[7.15928424 3.17576968 1.99404954 1.48421286 1.04907201 0.68015198],[0.69943965 0.30228495 0.1850465  0.13497159 0.09237796 0.05624263],[0.16488769 0.15292012 0.14358457 0.13449695 0.12529242 0.11772571]
125,[6.9579271  2.95025157 1.77170652 1.29782155 0.91022856 0.5896249 ],[0.67957979 0.2798933  0.163025   0.11678828 0.07935478 0.04848221],[0.16212918 0.15131859 0.14145651 0.12993873 0.11668079 0.10480281]
126,[6.34620434 2.58115774 1.51413582 1.13122551 0.83331498 0.58050096],[0.6161767  0.24081726 0.13489605 0.09724349 0.06806268 0.04335138],[0.18443731 0.17298512 0.16517531 0.15879063 0.15268818 0.14698716]
127,[7.03071503 3.19180527 2.03101211 1.51175147 1.07408466 0.71400502],[0.68403013 0.30136369 0.18617492 0.13504324 0.09198436 0.05642445],[0.19041372 0.17816837 0.1692629  0.16131903 0.15424108 0.14976049]
128,[7.54499399 3.3511784  2.10397703 1.53598906 1.0479371  0.65110787],[0.73765696 0.31956925 0.19589173 0.14020746 0.09255723 0.05370823],[0.16842442 0.15548584 0.14505968 0.1339145  0.12236483 0.11402554]
129,[7.10545573 2.9555523  1.77073308 1.29738148 0.91286369 0.59948684],[0.69430701 0.2804416  0.16276653 0.1161679  0.07840756 0.047515  ],[0.16238563 0.15113632 0.14306779 0.13570247 0.12878809 0.12433682]
130,[6.99187729 2.9924102  1.82561502 1.33855364 0.94259599 0.62406752],[0.67982723 0.28116235 0.16542796 0.11762034 0.07893193 0.0477778 ],[0.19360498 0.18078673 0.17133539 0.16235025 0.15327673 0.14628956]
131,[7.07892307 3.09666136 1.90458096 1.37604583 0.9413082  0.60101188],[0.69064227 0.29358039 0.17523922 0.12311747 0.08019774 0.04643368],[0.17250029 0.16085748 0.15218876 0.14487117 0.13933084 0.13667506]
132,[6.95439465 2.90881096 1.74831418 1.26446884 0.8754165  0.57277239],[0.67435783 0.27141159 0.15658123 0.10937069 0.07158316 0.04208917],[0.2108163  0.19469503 0.18250195 0.17076199 0.15958486 0.15188064]
133,[6.97553082 2.89645097 1.7181029  1.22209617 0.82276171 0.51822886],[0.68275391 0.27614768 0.15925937 0.11048727 0.0711649  0.04081755],[0.14799171 0.13497421 0.12550922 0.11722345 0.11111269 0.11005335]
134,[7.04198556 2.85212371 1.66264003 1.17975157 0.79794228 0.50383476],[0.68885017 0.27110531 0.15312083 0.10578168 0.06847534 0.03966044],[0.15348385 0.14107062 0.13143176 0.12193475 0.11318891 0.10723034]
135,[7.22668486 3.02216657 1.80336107 1.27817297 0.8552161  0.53078861],[0.70915034 0.28985515 0.1688646  0.11715352 0.07554724 0.0434949 ],[0.13518146 0.12361506 0.11471506 0.10663777 0.09974366 0.09583963]
136,[6.77551065 2.82040603 1.67673471 1.1752031  0.76817826 0.46524132],[0.65809758 0.26411299 0.15103687 0.10222852 0.06286305 0.03358849],[0.19453487 0.17927608 0.16636601 0.1529179  0.13954773 0.12935645]
137,[6.72064278 2.87896085 1.75907795 1.25117477 0.83782854 0.52593934],[0.65037574 0.26784342 0.15711293 0.10754688 0.06746612 0.03740814],[0.2168854  0.20052664 0.18794866 0.17570593 0.16316734 0.15185796]
138,[7.21308836 2.98114937 1.7693968  1.22523693 0.79182628 0.48294288],[0.70648328 0.28439867 0.16408158 0.11041486 0.06744049 0.03631741],[0.14825551 0.13716267 0.12858099 0.12108829 0.11742143 0.11976878]
139,[6.77422593 2.77393342 1.65295588 1.1561022  0.75652316 0.46220443],[0.65823906 0.25992886 0.14918419 0.10083151 0.06215989 0.03372573],[0.19183532 0.17464485 0.16111392 0.14778716 0.13492429 0.12494716]
140,[7.309313   3.04721768 1.84848558 1.27814269 0.81386571 0.48461304],[0.71254127 0.2879322  0.16930839 0.11352733 0.06817144 0.03574392],[0.18390026 0.16789569 0.15540165 0.14286943 0.13215128 0.12717388]
141,[7.05965602 2.8490247  1.69447529 1.17678436 0.76265227 0.46431162],[0.69168323 0.27182606 0.15710179 0.10579952 0.06461837 0.03483331],[0.14282365 0.13076416 0.12345737 0.1187892  0.11646861 0.11597852]
142,[6.81172687 2.61566526 1.4856066  1.01160862 0.64699078 0.39724771],[0.66549995 0.24719956 0.13515183 0.08860573 0.0526953  0.02777512],[0.15672736 0.14366962 0.13408833 0.12555131 0.12003774 0.11949651]
143,[7.16592202 2.68268922 1.50580261 1.0259057  0.65495152 0.39778652],[0.70092849 0.25387012 0.13716406 0.09019949 0.05401732 0.02871918],[0.15663713 0.14398802 0.13416202 0.12391081 0.11477835 0.11059476]
144,[7.164566   2.84327505 1.64850158 1.09570902 0.66418157 0.37829545],[0.70328462 0.27239144 0.15402231 0.09993539 0.05773323 0.0293364 ],[0.13171978 0.11936062 0.10827844 0.09635517 0.08684927 0.08493142]
145,[6.90114483 2.71323863 1.58450023 1.09199447 0.7096626  0.43627209],[0.6748626  0.25753432 0.14555535 0.09695946 0.059179   0.03215376],[0.15251884 0.13789542 0.12894674 0.1223999  0.11787263 0.11473453]
146,[6.67276433 2.5955293  1.5025635  1.02281721 0.64689082 0.38382541],[0.65127379 0.24496847 0.13665999 0.08951838 0.05270495 0.02706119],[0.16002651 0.14584456 0.13596365 0.12763346 0.11984131 0.1132135 ]
147,[7.12159393 2.86215272 1.70304643 1.15161823 0.71696335 0.42241377],[0.69154882 0.2675103  0.15313645 0.0996339  0.05782989 0.02964271],[0.20610573 0.1870497  0.17168192 0.15527924 0.13866446 0.1259867 ]
148,[7.10187249 2.84815347 1.68179444 1.12406481 0.69033351 0.40483897],[0.69318515 0.26939383 0.15397895 0.09939592 0.05697715 0.02870858],[0.17002098 0.15421516 0.14200489 0.13010557 0.12056196 0.11775313]
149,[7.39422009 3.01708089 1.80364571 1.1917954  0.71201669 0.40377552],[0.72161915 0.28562342 0.16574365 0.10609767 0.05935053 0.02889988],[0.17802858 0.16084668 0.14620919 0.13081866 0.11851139 0.11477669]
150,[6.67468107 2.53760189 1.46145921 0.99644209 0.6441548  0.40667493],[0.65031084 0.23831361 0.13161139 0.08566425 0.05063805 0.02680062],[0.17157266 0.1544658  0.14534528 0.13979959 0.13777431 0.13866872]
151,[7.24050748 2.79703997 1.62031283 1.07664324 0.66057897 0.39100217],[0.70768741 0.26477063 0.14809149 0.09464732 0.05372014 0.02692436],[0.16363332 0.14933372 0.13939797 0.13016998 0.1233776  0.12175857]
152,[6.94898215 2.60542105 1.47347092 0.97696683 0.60882804 0.37371999],[0.67890268 0.24574946 0.13342492 0.08446842 0.0479519  0.02423303],[0.15995532 0.14792649 0.13922171 0.13228261 0.12930901 0.13138974]
153,[7.20212846 2.51645093 1.38769485 0.92884252 0.59124419 0.36800032],[0.70649319 0.23915414 0.12690381 0.08137438 0.04763432 0.02508012],[0.1371966  0.12490958 0.11865673 0.11509875 0.11490099 0.11719916]
154,[7.40731098 2.8091426  1.62613303 1.06624529 0.63887054 0.36538075],[0.72613714 0.26788448 0.15057301 0.09541273 0.05314992 0.025767  ],[0.1459396  0.1302978  0.12040292 0.11211795 0.10737133 0.10771071]
155,[6.83387606 2.44074351 1.34574666 0.88064631 0.54105216 0.32462917],[0.66749028 0.22980371 0.12128555 0.07556649 0.04217976 0.02093064],[0.15897321 0.14270639 0.13289115 0.12498141 0.11925454 0.11532277]
156,[7.42367971 2.91290524 1.70639266 1.10139915 0.64847755 0.37215032],[0.72671435 0.27730329 0.15773298 0.09812379 0.05329881 0.02551467],[0.15653623 0.13987233 0.12906282 0.12016127 0.1154895  0.11700366]
157,[6.98136423 2.46928288 1.35634183 0.85997998 0.49974727 0.28177719],[0.68369261 0.23437574 0.12438972 0.07593787 0.04074951 0.01929909],[0.14443807 0.12552551 0.11244463 0.10060126 0.09225221 0.0887863 ]
158,[6.99117866 2.52922953 1.42004995 0.91696824 0.550772   0.3247343 ],[0.68308269 0.23876132 0.12898486 0.07953679 0.04339473 0.02094937],[0.16035175 0.14161637 0.13020134 0.12160034 0.11682475 0.11524061]
159,[6.9471882  2.43233696 1.3435401  0.85652887 0.50486809 0.29453301],[0.67797909 0.2281266  0.12041867 0.07275129 0.03846429 0.01801459],[0.16739728 0.15107092 0.13935342 0.12901594 0.12022523 0.11438707]
160,[6.91812925 2.3962601  1.31598824 0.83812309 0.50158489 0.30062707],[0.67852888 0.22773617 0.12043266 0.07298536 0.03925831 0.01895774],[0.13284053 0.11889845 0.11166161 0.10826945 0.10900176 0.11104962]
161,[7.18835133 2.42553955 1.32580983 0.82760479 0.47837649 0.27840609],[0.70595113 0.23089289 0.12178847 0.07266404 0.03789134 0.01756984],[0.12884003 0.11661064 0.10792515 0.10096442 0.09946307 0.10270768]
162,[6.72742877 2.29161218 1.24573501 0.77445558 0.45199744 0.27189034],[0.65881379 0.21700265 0.11344167 0.06701194 0.03488211 0.01655345],[0.13929088 0.12158568 0.11131836 0.10433614 0.10317632 0.10635587]
163,[7.30211034 2.67269652 1.54504811 0.96393999 0.55505558 0.32363734],[0.71684557 0.25545714 0.143287   0.08515544 0.04374657 0.01999059],[0.13365463 0.11812515 0.11217812 0.11238562 0.11758991 0.1237314 ]
164,[6.80813443 1.99840127 0.98123734 0.59222456 0.33612529 0.19780337],[0.66965657 0.19027266 0.08946806 0.05133303 0.02606388 0.01212831],[0.11156867 0.09567468 0.08655677 0.07889427 0.07548648 0.07652027]
165,[6.93634398 2.25995036 1.18291322 0.70609004 0.39254047 0.22678099],[0.67974598 0.21398109 0.10748993 0.0607308  0.02975831 0.01322924],[0.13888415 0.12013952 0.10801395 0.09878208 0.09495735 0.09448863]
166,[7.03465259 2.2906055  1.21906135 0.73196207 0.40774365 0.23366673],[0.68957277 0.2174335  0.11155033 0.06379197 0.03183639 0.01442977],[0.13892486 0.11627054 0.10355809 0.09404238 0.08937971 0.08936899]
167,[7.2146575  2.29010641 1.2002387  0.7166678  0.399012   0.22874861],[0.70720119 0.2166287  0.10883082 0.0614302  0.03021564 0.0134443 ],[0.14264562 0.12381936 0.11193051 0.1023658  0.0968556  0.09430557]
168,[7.20174861 2.34568567 1.25608422 0.75676418 0.43129083 0.25835455],[0.70607516 0.22219914 0.11399701 0.06429235 0.03154246 0.01410163],[0.14099695 0.12369423 0.11611414 0.11384065 0.11586623 0.11733824]
169,[6.71606478 2.1403523  1.11620119 0.67387547 0.3968269  0.25497617],[0.65470564 0.19887677 0.09749302 0.05384689 0.02621552 0.0119915 ],[0.16900836 0.15158463 0.14127104 0.13540655 0.13467172 0.13506116]
170,[7.27405539 2.38838646 1.24853712 0.72434964 0.39602109 0.23587319],[0.71293078 0.22638465 0.11319108 0.0610133  0.02817511 0.01209462],[0.14474762 0.12453999 0.11662627 0.11421664 0.11426999 0.11492695]
171,[7.02864307 2.19728629 1.12719543 0.65843744 0.36865702 0.22471641],[0.68447349 0.20410208 0.09871254 0.05312426 0.02499149 0.01108604],[0.18390824 0.15626545 0.14007003 0.12719483 0.11874216 0.11385605]
172,[7.12604596 2.19245677 1.11383839 0.62739548 0.33644962 0.20077669],[0.69745767 0.20658723 0.10004864 0.05225104 0.02338209 0.0097636 ],[0.15146929 0.12658451 0.11335194 0.10488504 0.10262874 0.10314066]
173,[6.86654588 1.92007545 0.91404269 0.54009993 0.3180689  0.2030061 ],[0.67361982 0.18057176 0.0806412  0.04353212 0.0213675  0.00994822],[0.13034771 0.11435783 0.10763068 0.10477873 0.10439388 0.10352385]
174,[6.81048012 2.01932468 1.0330168  0.62091535 0.3734274  0.24664538],[0.6634279  0.18671597 0.08888367 0.04789581 0.0231472  0.01070558],[0.17620114 0.15216496 0.14418007 0.1419573  0.14195543 0.13958961]
175,[7.05178212 2.08260461 1.03581747 0.58806832 0.32463055 0.19701821],[0.69116579 0.19648767 0.09278737 0.04854956 0.02252762 0.00999082],[0.14012418 0.11772787 0.10794371 0.10257268 0.09935439 0.09710996]
176,[7.1439249  2.09835697 1.02101658 0.56781211 0.31682347 0.20447284],[0.70047228 0.19803596 0.09103498 0.04567582 0.0202402  0.00879621],[0.13920211 0.1179974  0.11066677 0.11105395 0.11442143 0.11651079]
177,[7.18894163 2.10947862 1.05963856 0.6056619  0.35513724 0.23881091],[0.7048757  0.19874642 0.09424799 0.04843564 0.02262318 0.0107057 ],[0.14018466 0.12201444 0.1171587  0.12130552 0.12890542 0.13175395]
178,[6.89814312 1.78430514 0.8160116  0.45819047 0.25834734 0.16088162],[0.6777622  0.1684501  0.07253442 0.03715562 0.01734413 0.00789078],[0.12052115 0.09980411 0.09066743 0.08663425 0.08490608 0.08197377]
179,[6.99042305 1.9696227  0.96974212 0.53910835 0.30478593 0.1976707 ],[0.68388633 0.1842284  0.08525737 0.04254455 0.01903715 0.00842774],[0.15155978 0.12733869 0.11716838 0.11366282 0.11441444 0.1133933 ]
180,[6.64571367 1.58671616 0.70391624 0.41645921 0.26147887 0.18420633],[0.65170509 0.14764213 0.05975568 0.03079374 0.0150031  0.00734742],[0.1286628  0.11029491 0.10635946 0.10852178 0.11144785 0.1107321 ]
181,[6.83902261 1.66042156 0.7067285  0.37431864 0.20786981 0.13585807],[0.67394107 0.15798088 0.06304828 0.02967003 0.01280889 0.00567875],[0.09961191 0.08061277 0.07624568 0.07761833 0.07978086 0.07907056]
182,[6.48696833 1.67575054 0.77475971 0.42724358 0.25015267 0.17064262],[0.63523856 0.15658517 0.0673566  0.03269644 0.01485805 0.00697575],[0.1345828  0.10989889 0.10119374 0.10027921 0.10157213 0.10088516]
183,[6.46101779 1.65536508 0.75865818 0.4145495  0.24668185 0.17361194],[0.63183372 0.1538425  0.0649987  0.03045318 0.01343908 0.00629395],[0.14268061 0.11694005 0.10867117 0.11001772 0.11229107 0.11067243]
184,[6.26966673 1.62115275 0.76060189 0.41259841 0.24174031 0.1666047 ],[0.6117343  0.14973586 0.06465706 0.03006466 0.01303917 0.00591457],[0.15232375 0.12379413 0.11403129 0.11195184 0.11134865 0.10745896]
185,[6.68656998 1.64848763 0.77454332 0.42752188 0.25830711 0.1831791 ],[0.6548159  0.15360753 0.06649804 0.03122528 0.01394619 0.0066433 ],[0.13841099 0.11241234 0.10956292 0.11526909 0.11884521 0.11674614]
186,[6.23753542 1.3889477  0.60160155 0.33185115 0.2081434  0.15405877],[0.60987683 0.12793245 0.04971637 0.0223409  0.0098163  0.00470209],[0.13876714 0.10962324 0.10443784 0.10844212 0.10998042 0.10703786]
187,[5.82155485 1.30144511 0.59497303 0.31854603 0.18609768 0.12755185],[0.56956779 0.12005719 0.05016529 0.02277274 0.00980824 0.00446148],[0.12587689 0.1008732  0.09332015 0.09081865 0.08801525 0.08293706]
188,[6.37441541 1.42305203 0.62506669 0.31615574 0.18205045 0.12516669],[0.62525663 0.13301592 0.05413192 0.02323291 0.00981348 0.00450746],[0.12184912 0.0928928  0.08374753 0.08382664 0.08391568 0.08009205]
189,[6.3711373  1.45084871 0.67894929 0.35138929 0.19957016 0.13578337],[0.62375269 0.1351562  0.05876291 0.02601274 0.01094666 0.00485738],[0.1336104  0.09928677 0.09132023 0.09126189 0.09010352 0.08720958]
190,[6.45308055 1.42719782 0.63976904 0.33412434 0.20333102 0.14884784],[0.63000658 0.13058188 0.05268777 0.02205334 0.00913051 0.00416003],[0.15301476 0.12137904 0.11289138 0.11359093 0.11202593 0.1072475 ]
191,[6.15094694 1.28943328 0.57868681 0.31215162 0.19670761 0.14733162],[0.60085875 0.11749078 0.04706883 0.02014796 0.00859943 0.00401978],[0.14235944 0.11452544 0.10799853 0.11067198 0.1107133  0.10713378]
192,[6.00673234 1.27608516 0.60535928 0.32997831 0.20630861 0.15149665],[0.58771357 0.11726826 0.05005482 0.02196995 0.00957859 0.00456979],[0.12959667 0.10340259 0.1048111  0.11027882 0.11052268 0.10579876]
193,[6.07201877 1.30442865 0.59486322 0.30788136 0.18521117 0.13139416],[0.59389524 0.12012235 0.04919581 0.01994525 0.00808488 0.00370776],[0.1330664  0.10320517 0.10290513 0.10842889 0.10436239 0.09431653]
194,[5.83451442 1.14330558 0.52385151 0.28988435 0.19103761 0.14647538],[0.56981982 0.10340807 0.04130632 0.01729233 0.00761747 0.00390891],[0.13631617 0.10922485 0.11078831 0.11696102 0.11486289 0.10738631]
195,[6.09477435 1.19633991 0.5627304  0.3037019  0.19639431 0.15170317],[0.59682645 0.1095831  0.04614595 0.0194823  0.00831633 0.00399739],[0.12650987 0.10050888 0.10127087 0.10887889 0.11323102 0.11172927]
196,[6.04371562 1.2797552  0.56399148 0.28173791 0.17852483 0.13863902],[0.58829694 0.11602071 0.04529418 0.016845   0.00668589 0.00328515],[0.16074615 0.11954809 0.11104967 0.11328791 0.11166597 0.10578755]
197,[5.92975312 1.17600096 0.54486847 0.30092176 0.2032789  0.15768147],[0.58036489 0.10698186 0.04265331 0.01680182 0.00721467 0.00371179],[0.12610423 0.10618239 0.11833537 0.13290361 0.13113218 0.12056362]
198,[5.3823725  0.9682622  0.45377204 0.25958072 0.17910685 0.1416335 ],[0.52262277 0.08444666 0.03315156 0.01354567 0.00595069 0.0030607 ],[0.15614475 0.12379555 0.12225644 0.124124   0.11959996 0.11102647]
199,[5.61854816 1.07722161 0.48496513 0.25750291 0.171295   0.13418588],[0.54528615 0.0954855  0.03639671 0.01354932 0.00552206 0.00272535],[0.16568666 0.12236657 0.12099806 0.12200976 0.11607436 0.1069324 ]
200,[5.48561796 1.00830127 0.48991485 0.2830513  0.19298456 0.1478116 ],[0.53142875 0.08744988 0.03510653 0.01415165 0.00627142 0.00321833],[0.17133047 0.13380244 0.13884956 0.14153479 0.13027032 0.11562828]
201,[5.38002943 0.92904917 0.4297196  0.23271867 0.15367465 0.11917616],[0.51980508 0.08018906 0.03080737 0.01169387 0.00478746 0.00237534],[0.18197862 0.12715855 0.1216459  0.11578001 0.10580005 0.09542272]
202,[5.49760769 0.96601101 0.45344436 0.24509745 0.16172557 0.12519427],[0.53422727 0.08471538 0.03371195 0.01298751 0.00526306 0.00253891],[0.15533502 0.11885722 0.11632488 0.11522238 0.10909497 0.09980514]
203,[5.33042179 0.94913359 0.41766381 0.2154418  0.14340094 0.11292967],[0.51934132 0.0856518  0.03240877 0.01161361 0.00464569 0.00236024],[0.1370086  0.09261561 0.09357611 0.09930566 0.09694408 0.08932723]
204,[5.15375196 0.91220188 0.43296851 0.24744484 0.17572764 0.14250451],[0.49811646 0.07753938 0.02947528 0.01099798 0.00464582 0.00247404],[0.17258731 0.13680805 0.13821567 0.13746508 0.12926945 0.11776407]
205,[5.20034721 0.93468925 0.42232564 0.23502248 0.16653664 0.13342695],[0.50543675 0.08230313 0.03033013 0.01098794 0.00464372 0.00248988],[0.14597971 0.11165799 0.11902436 0.12514307 0.12009943 0.10852817]
206,[4.88406204 0.79582801 0.37285542 0.20587255 0.14068678 0.11103376],[0.47078112 0.06856836 0.02655945 0.01001032 0.00420045 0.00219054],[0.17625083 0.11014443 0.10726095 0.10576939 0.09868226 0.08912835]
207,[5.38276863 0.87939854 0.42870552 0.25023455 0.18054534 0.14760498],[0.52117358 0.07512089 0.02958393 0.01146509 0.00500989 0.00282194],[0.1710328  0.12818959 0.1328662  0.13558362 0.1304464  0.11938558]
208,[5.17128195 0.94170704 0.42664688 0.23492138 0.16748163 0.13757792],[0.50125513 0.0827887  0.03055367 0.01096629 0.00466113 0.00269531],[0.15873063 0.11382    0.12111015 0.1252585  0.12087034 0.11062478]
209,[5.0067322  0.83739362 0.36512529 0.19228176 0.13334196 0.1075696 ],[0.48605411 0.07351727 0.02648819 0.00911102 0.00375701 0.00197089],[0.14619108 0.1022209  0.10024339 0.10117153 0.09577184 0.08786075]
210,[4.72407389 0.66713229 0.30557471 0.1701967  0.11753995 0.09239727],[0.45887964 0.05683831 0.02072562 0.00747591 0.00316554 0.00165733],[0.13527747 0.09874923 0.09831846 0.09543759 0.08588454 0.07582399]
211,[4.5946094  0.84077329 0.38889279 0.22849006 0.16828825 0.13649108],[0.44114026 0.06962407 0.02410923 0.0087017  0.00395129 0.00243386],[0.18320677 0.14453263 0.14780048 0.14147302 0.12877533 0.11215247]
212,[4.70139738 0.7245156  0.34920527 0.20757736 0.15271471 0.1258581 ],[0.45336461 0.0601123  0.02205298 0.00835755 0.0036114  0.00222318],[0.1677513  0.12339261 0.12867542 0.12400184 0.11660075 0.1036263 ]
213,[4.50188998 0.70992027 0.34681722 0.21867806 0.17151074 0.14716399],[0.43351803 0.05828909 0.02102704 0.00796477 0.00386199 0.00253588],[0.16670969 0.12702939 0.1365468  0.13903038 0.13289081 0.12180523]
214,[4.06239287 0.70974162 0.3730063  0.25111896 0.19837663 0.16576389],[0.38584412 0.05519333 0.01999025 0.00806363 0.00417309 0.00282778],[0.20395166 0.15780829 0.17310383 0.17048266 0.1566457  0.13748613]
215,[4.37146109 0.67840348 0.31902297 0.19074013 0.14007099 0.11320444],[0.42079827 0.05603731 0.01916282 0.00715744 0.00302285 0.00187367],[0.16347839 0.11803037 0.1273948  0.11916573 0.10984254 0.09446778]
216,[4.20557331 0.65531611 0.29756746 0.17016449 0.1214421  0.09785663],[0.40503628 0.05405823 0.01807657 0.00646355 0.00258474 0.00153425],[0.15521054 0.11473378 0.11680175 0.105529   0.09559469 0.08251413]
