,nrmse_val,nrmse_val_ood,nrmse_val_pre_adapt,nrmse_val_ood_pre_adapt
0,5.072858740017777,5.648519113207561,3.313171085061261,3.2066483194488526
1,2.7550601993799733,2.7550601993799733,2.74195246443401,2.74195246443401
2,1.2616801595263751,1.2616801595263751,1.281922778136067,1.281922778136067
3,0.9335872519665568,0.9335872519665568,0.9562441370533517,0.9562441370533517
4,0.840318910023105,0.840318910023105,0.9030458842543899,0.9030458842543899
5,0.7250617039169291,0.7250617039169291,0.7302606287545984,0.7302606287545984
6,0.7282999237666776,0.7282999237666776,0.7728678431832097,0.7728678431832097
7,0.6239523705034892,0.6239523705034892,0.640427987393688,0.640427987393688
8,0.6020061939546062,0.6020061939546062,0.6272549753985044,0.6272549753985044
9,0.5841644979282785,0.5841644979282785,0.5953920028447325,0.5953920028447325
10,0.543314603949625,0.543314603949625,0.5265358944118631,0.5265358944118631
11,0.5286206414482109,0.5286206414482109,0.5009031886272443,0.5009031886272443
12,0.570012892378475,0.570012892378475,0.595695305525821,0.595695305525821
13,0.5012769160944053,0.5012769160944053,0.5108925687768152,0.5108925687768152
14,0.5079926001274517,0.5079926001274517,0.5234222760768121,0.5234222760768121
15,0.4972305764406517,0.4972305764406517,0.5188006207106379,0.5188006207106379
16,0.492423612607532,0.492423612607532,0.4895937956743735,0.4895937956743735
17,0.4771040906694656,0.4771040906694656,0.45693108955060124,0.45693108955060124
18,0.5148903953716724,0.5148903953716724,0.5399076298441751,0.5399076298441751
19,0.4819568914717407,0.4819568914717407,0.4724727318222414,0.4724727318222414
20,0.4708760761035261,0.4708760761035261,0.473120090711022,0.473120090711022
21,0.5290821701411386,0.5290821701411386,0.551747896861656,0.551747896861656
22,0.46461788232876977,0.46461788232876977,0.46626876275992385,0.46626876275992385
23,0.5060199984179243,0.5060199984179243,0.5242797739083729,0.5242797739083729
24,0.46312526035040735,0.46312526035040735,0.4784802127227291,0.4784802127227291
25,0.46763486115220976,0.46763486115220976,0.47339450179979314,0.47339450179979314
26,0.4922454796482908,0.4922454796482908,0.4847579080107418,0.4847579080107418
27,0.45662180185130463,0.45662180185130463,0.44406046941767874,0.44406046941767874
28,0.5062133004089123,0.5062133004089123,0.5186559712382458,0.5186559712382458
29,0.46539731416872404,0.46539731416872404,0.4743491360292581,0.4743491360292581
30,0.4835887289212203,0.4835887289212203,0.4975235265547714,0.4975235265547714
31,0.45876811924166105,0.45876811924166105,0.46082258857546005,0.46082258857546005
32,0.46010508503346514,0.46010508503346514,0.4736157666154496,0.4736157666154496
33,0.47698681366386764,0.47698681366386764,0.5028721335932842,0.5028721335932842
34,0.4404456766974539,0.4404456766974539,0.4502126029587049,0.4502126029587049
35,0.4388979681136284,0.4388979681136284,0.45124964810314927,0.45124964810314927
36,0.46617099714450283,0.46617099714450283,0.47498678879404643,0.47498678879404643
37,0.44228138255841537,0.44228138255841537,0.43023640722929024,0.43023640722929024
38,0.48329127613952816,0.48329127613952816,0.503130188353001,0.503130188353001
39,0.44932848111483226,0.44932848111483226,0.46689440325433595,0.46689440325433595
40,0.4516250098981918,0.4516250098981918,0.4415259669006442,0.4415259669006442
41,0.4610178845113241,0.4610178845113241,0.47042566089911897,0.47042566089911897
42,0.4513097205149025,0.4513097205149025,0.45587996445910317,0.45587996445910317
43,0.4485184941552479,0.4485184941552479,0.446772518273871,0.446772518273871
44,0.43222022975017094,0.43222022975017094,0.4186042800562112,0.4186042800562112
45,0.4777237034338975,0.4777237034338975,0.47461402133723707,0.47461402133723707
46,0.4532954240847403,0.4532954240847403,0.4626155632896761,0.4626155632896761
47,0.4385946483736071,0.4385946483736071,0.4299230789398131,0.4299230789398131
48,0.46673183131171114,0.46673183131171114,0.47376311240048097,0.47376311240048097
49,0.47415609177398066,0.47415609177398066,0.4895923466504309,0.4895923466504309
50,0.47124862108292537,0.47124862108292537,0.47056891809678625,0.47056891809678625
