,inner_loss,inner_loss_i,inner_loss_b,inner_loss_f,inner_loss_pre_adapt,inner_loss_i_pre_adapt,inner_loss_b_pre_adapt,inner_loss_f_pre_adapt
3453,[0.1020302  0.09338963 0.08050249 0.04663925 0.03981502 0.0492707 ],[0.04603452 0.03393411 0.02844049 0.02222528 0.01823924 0.01453289],[0.00123617 0.00449514 0.01400857 0.01081968 0.00930512 0.00847425],[0.05475952 0.05496038 0.03805343 0.01359429 0.01227066 0.02626356],[0.1020302  0.09338963 0.08050249 0.04663925 0.03981502 0.0492707 ],[0.04603452 0.03393411 0.02844049 0.02222528 0.01823924 0.01453289],[0.00123617 0.00449514 0.01400857 0.01081968 0.00930512 0.00847425],[0.05475952 0.05496038 0.03805343 0.01359429 0.01227066 0.02626356]
3454,[0.07993412 0.11194903 0.09220188 0.04700542 0.03592743 0.03137829],[0.04768452 0.03810756 0.05932121 0.03336497 0.02306675 0.01788444],[0.0009769  0.00294673 0.00800395 0.00297106 0.00276334 0.00294848],[0.0312727  0.07089474 0.02487672 0.01066939 0.01009734 0.01054537],[0.07993412 0.11194903 0.09220188 0.04700542 0.03592743 0.03137829],[0.04768452 0.03810756 0.05932121 0.03336497 0.02306675 0.01788444],[0.0009769  0.00294673 0.00800395 0.00297106 0.00276334 0.00294848],[0.0312727  0.07089474 0.02487672 0.01066939 0.01009734 0.01054537]
3455,[0.10815778 0.09687166 0.05756776 0.04429355 0.03736202 0.02744732],[0.05899762 0.05621056 0.04047538 0.03022898 0.02365065 0.01842344],[0.00100275 0.00279211 0.00383187 0.00372062 0.00340285 0.00315416],[0.04815741 0.03786899 0.01326051 0.01034396 0.01030852 0.00586972],[0.10815778 0.09687166 0.05756776 0.04429355 0.03736202 0.02744732],[0.05899762 0.05621056 0.04047538 0.03022898 0.02365065 0.01842344],[0.00100275 0.00279211 0.00383187 0.00372062 0.00340285 0.00315416],[0.04815741 0.03786899 0.01326051 0.01034396 0.01030852 0.00586972]
3456,[0.06722926 0.04818543 0.10057058 0.08318399 0.02450317 0.01879842],[0.0385631  0.03172785 0.02258599 0.02340457 0.01495989 0.01107281],[0.00107959 0.00256527 0.00294498 0.00784417 0.0039871  0.00342202],[0.02758656 0.01389231 0.07503961 0.05193525 0.00555618 0.00430359],[0.06722926 0.04818543 0.10057058 0.08318399 0.02450317 0.01879842],[0.0385631  0.03172785 0.02258599 0.02340457 0.01495989 0.01107281],[0.00107959 0.00256527 0.00294498 0.00784417 0.0039871  0.00342202],[0.02758656 0.01389231 0.07503961 0.05193525 0.00555618 0.00430359]
3457,[0.09174252 1.09644474 0.44692516 3.45372062 2.99008228 0.98908447],[0.05863436 0.0459715  0.22846308 1.74032093 1.49631792 0.50548144],"[9.62394469e-04 2.35247099e-03 1.94402882e-01 1.69757419e+00
 1.48928532e+00 4.79700033e-01]",[0.03214577 1.04812079 0.02405922 0.01582551 0.00447907 0.003903  ],[0.09174252 1.09644474 0.44692516 3.45372062 2.99008228 0.98908447],[0.05863436 0.0459715  0.22846308 1.74032093 1.49631792 0.50548144],"[9.62394469e-04 2.35247099e-03 1.94402882e-01 1.69757419e+00
 1.48928532e+00 4.79700033e-01]",[0.03214577 1.04812079 0.02405922 0.01582551 0.00447907 0.003903  ]
3458,[0.08452234 0.10426944 0.05527327 0.05092748 0.05816801 0.03492194],[0.04197788 0.0411959  0.03846483 0.02745087 0.02159001 0.01618351],[0.00083566 0.00395572 0.00278579 0.00254417 0.00259289 0.00242509],[0.0417088  0.05911782 0.01402265 0.02093244 0.03398511 0.01631334],[0.08452234 0.10426944 0.05527327 0.05092748 0.05816801 0.03492194],[0.04197788 0.0411959  0.03846483 0.02745087 0.02159001 0.01618351],[0.00083566 0.00395572 0.00278579 0.00254417 0.00259289 0.00242509],[0.0417088  0.05911782 0.01402265 0.02093244 0.03398511 0.01631334]
3459,[0.07695175 0.05011599 0.03537823 0.02728212 0.02194684 0.01714091],[0.04238341 0.03077583 0.02247906 0.01681588 0.0126802  0.00975489],[0.0008478  0.00127659 0.0015961  0.00191938 0.00195801 0.00200748],[0.03372055 0.01806357 0.01130307 0.00854685 0.00730863 0.00537853],[0.07695175 0.05011599 0.03537823 0.02728212 0.02194684 0.01714091],[0.04238341 0.03077583 0.02247906 0.01681588 0.0126802  0.00975489],[0.0008478  0.00127659 0.0015961  0.00191938 0.00195801 0.00200748],[0.03372055 0.01806357 0.01130307 0.00854685 0.00730863 0.00537853]
3460,[0.09955556 0.09061324 0.08697756 0.19040477 0.11693734 0.11394166],[0.04661067 0.04461261 0.0469983  0.03376974 0.06344467 0.03164804],[0.0011196  0.00451377 0.00681347 0.00743965 0.04379612 0.00829006],[0.05182529 0.04148686 0.03316579 0.14919537 0.00969655 0.07400356],[0.09955556 0.09061324 0.08697756 0.19040477 0.11693734 0.11394166],[0.04661067 0.04461261 0.0469983  0.03376974 0.06344467 0.03164804],[0.0011196  0.00451377 0.00681347 0.00743965 0.04379612 0.00829006],[0.05182529 0.04148686 0.03316579 0.14919537 0.00969655 0.07400356]
3461,[0.07355963 0.06967512 0.06269837 0.05034299 0.04253669 0.02684147],[0.04362595 0.03574981 0.02677576 0.02569884 0.01874766 0.01848017],[0.00116935 0.00251919 0.00588533 0.00489234 0.00384763 0.00345477],[0.02876432 0.03140612 0.03003728 0.01975182 0.01994139 0.00490653],[0.07355963 0.06967512 0.06269837 0.05034299 0.04253669 0.02684147],[0.04362595 0.03574981 0.02677576 0.02569884 0.01874766 0.01848017],[0.00116935 0.00251919 0.00588533 0.00489234 0.00384763 0.00345477],[0.02876432 0.03140612 0.03003728 0.01975182 0.01994139 0.00490653]
3462,[0.10860677 0.10026436 0.11613606 0.0748577  0.05350123 0.0405014 ],[0.04800306 0.04343961 0.04713072 0.05154227 0.03915843 0.02999681],[0.0011988  0.00451998 0.00566516 0.00588209 0.00550928 0.00534873],[0.05940491 0.05230476 0.06334018 0.01743334 0.00883352 0.00515586],[0.10860677 0.10026436 0.11613606 0.0748577  0.05350123 0.0405014 ],[0.04800306 0.04343961 0.04713072 0.05154227 0.03915843 0.02999681],[0.0011988  0.00451998 0.00566516 0.00588209 0.00550928 0.00534873],[0.05940491 0.05230476 0.06334018 0.01743334 0.00883352 0.00515586]
3463,[0.08596533 0.13873582 0.48097234 0.24702274 0.21527152 0.16335141],[0.04928207 0.03952631 0.04531457 0.06671901 0.11773795 0.06507316],[0.00105097 0.00286049 0.00793241 0.06947175 0.07938832 0.07758607],[0.03563229 0.09634902 0.42772536 0.11083198 0.01814524 0.02069217],[0.08596533 0.13873582 0.48097234 0.24702274 0.21527152 0.16335141],[0.04928207 0.03952631 0.04531457 0.06671901 0.11773795 0.06507316],[0.00105097 0.00286049 0.00793241 0.06947175 0.07938832 0.07758607],[0.03563229 0.09634902 0.42772536 0.11083198 0.01814524 0.02069217]
3464,[0.10402011 0.08055506 0.07999857 0.09926347 0.06391104 0.05073781],[0.05398183 0.04611272 0.03483559 0.05076047 0.04639768 0.03499086],[0.00134435 0.0026795  0.00236601 0.00343757 0.00453644 0.0039552 ],[0.04869393 0.03176284 0.04279697 0.04506544 0.01297692 0.01179174],[0.10402011 0.08055506 0.07999857 0.09926347 0.06391104 0.05073781],[0.05398183 0.04611272 0.03483559 0.05076047 0.04639768 0.03499086],[0.00134435 0.0026795  0.00236601 0.00343757 0.00453644 0.0039552 ],[0.04869393 0.03176284 0.04279697 0.04506544 0.01297692 0.01179174]
3465,[0.11454069 0.14089572 0.08918819 0.04496311 0.03812669 0.03146601],[0.04738818 0.0463307  0.03655562 0.02701067 0.02125359 0.01693657],[0.00132761 0.00675734 0.00684006 0.00564086 0.00505564 0.00483617],[0.06582491 0.08780768 0.04579251 0.01231158 0.01181746 0.00969326],[0.11454069 0.14089572 0.08918819 0.04496311 0.03812669 0.03146601],[0.04738818 0.0463307  0.03655562 0.02701067 0.02125359 0.01693657],[0.00132761 0.00675734 0.00684006 0.00564086 0.00505564 0.00483617],[0.06582491 0.08780768 0.04579251 0.01231158 0.01181746 0.00969326]
3466,[0.07607185 0.07136624 0.10117214 0.08011567 0.04905838 0.04160702],[0.04554597 0.03595137 0.02884074 0.03311405 0.02689818 0.02425465],[0.00134873 0.00240851 0.00294577 0.0044744  0.0033896  0.00361255],[0.02917715 0.03300636 0.06938562 0.04252722 0.0187706  0.01373983],[0.07607185 0.07136624 0.10117214 0.08011567 0.04905838 0.04160702],[0.04554597 0.03595137 0.02884074 0.03311405 0.02689818 0.02425465],[0.00134873 0.00240851 0.00294577 0.0044744  0.0033896  0.00361255],[0.02917715 0.03300636 0.06938562 0.04252722 0.0187706  0.01373983]
3467,[0.13025614 0.19972061 0.12320075 0.0880201  0.0596747  0.04915799],[0.05238056 0.04900461 0.06010336 0.0468848  0.03236819 0.02484297],[0.0012531  0.00573715 0.02287066 0.01527234 0.01129847 0.00908731],[0.07662248 0.14497884 0.04022673 0.02586296 0.01600804 0.01522771],[0.13025614 0.19972061 0.12320075 0.0880201  0.0596747  0.04915799],[0.05238056 0.04900461 0.06010336 0.0468848  0.03236819 0.02484297],[0.0012531  0.00573715 0.02287066 0.01527234 0.01129847 0.00908731],[0.07662248 0.14497884 0.04022673 0.02586296 0.01600804 0.01522771]
3468,[0.07234232 0.11270015 0.08750094 0.0763112  0.03263666 0.0239602 ],[0.04495242 0.03343996 0.04759002 0.03444257 0.0213099  0.01628152],[0.00126879 0.00159711 0.00283433 0.00502104 0.00378035 0.00328092],[0.02612111 0.07766307 0.03707659 0.0368476  0.00754641 0.00439776],[0.07234232 0.11270015 0.08750094 0.0763112  0.03263666 0.0239602 ],[0.04495242 0.03343996 0.04759002 0.03444257 0.0213099  0.01628152],[0.00126879 0.00159711 0.00283433 0.00502104 0.00378035 0.00328092],[0.02612111 0.07766307 0.03707659 0.0368476  0.00754641 0.00439776]
3469,[0.07829384 0.43215496 0.22555349 0.37382612 0.14098023 0.07877361],[0.04934103 0.04078312 0.06715291 0.21756212 0.05603137 0.05628195],[0.00130298 0.0032758  0.08384065 0.12612281 0.07518374 0.015653  ],[0.02764983 0.38809604 0.07455993 0.03014119 0.00976513 0.00683866],[0.07829384 0.43215496 0.22555349 0.37382612 0.14098023 0.07877361],[0.04934103 0.04078312 0.06715291 0.21756212 0.05603137 0.05628195],[0.00130298 0.0032758  0.08384065 0.12612281 0.07518374 0.015653  ],[0.02764983 0.38809604 0.07455993 0.03014119 0.00976513 0.00683866]
3470,[0.10345287 0.09643313 0.07912073 0.04186165 0.0330239  0.02651746],[0.0428602  0.04512962 0.05348018 0.03123626 0.02356112 0.01823895],[0.00148183 0.00764972 0.00734137 0.00457981 0.00444493 0.00441483],[0.05911084 0.04365379 0.01829918 0.00604559 0.00501785 0.00386368],[0.10345287 0.09643313 0.07912073 0.04186165 0.0330239  0.02651746],[0.0428602  0.04512962 0.05348018 0.03123626 0.02356112 0.01823895],[0.00148183 0.00764972 0.00734137 0.00457981 0.00444493 0.00441483],[0.05911084 0.04365379 0.01829918 0.00604559 0.00501785 0.00386368]
3471,[0.11167932 0.06760347 0.05278409 0.04167851 0.03372735 0.02769276],[0.05294896 0.04609762 0.03913721 0.03030512 0.02406506 0.01943107],[0.00128592 0.00351169 0.00344379 0.00338209 0.0032713  0.00311831],[0.05744443 0.01799415 0.01020309 0.0079913  0.006391   0.00514337],[0.11167932 0.06760347 0.05278409 0.04167851 0.03372735 0.02769276],[0.05294896 0.04609762 0.03913721 0.03030512 0.02406506 0.01943107],[0.00128592 0.00351169 0.00344379 0.00338209 0.0032713  0.00311831],[0.05744443 0.01799415 0.01020309 0.0079913  0.006391   0.00514337]
3472,[0.08623816 0.11910288 0.10591989 0.05233564 0.04138603 0.03378046],[0.04984222 0.03784456 0.04044429 0.03785367 0.0305092  0.02248452],[0.00128426 0.00285769 0.00683376 0.00745777 0.0058718  0.00512743],[0.03511167 0.07840063 0.05864184 0.00702419 0.00500503 0.00616851],[0.08623816 0.11910288 0.10591989 0.05233564 0.04138603 0.03378046],[0.04984222 0.03784456 0.04044429 0.03785367 0.0305092  0.02248452],[0.00128426 0.00285769 0.00683376 0.00745777 0.0058718  0.00512743],[0.03511167 0.07840063 0.05864184 0.00702419 0.00500503 0.00616851]
3473,[0.11055539 0.12551756 0.0998263  0.05206534 0.03221603 0.02838245],[0.04340555 0.04532668 0.03343711 0.02545619 0.01962989 0.01598488],[0.00146976 0.00275531 0.00596067 0.00517103 0.00397771 0.0035981 ],[0.06568008 0.07743557 0.06042853 0.02143813 0.00860843 0.00879947],[0.11055539 0.12551756 0.0998263  0.05206534 0.03221603 0.02838245],[0.04340555 0.04532668 0.03343711 0.02545619 0.01962989 0.01598488],[0.00146976 0.00275531 0.00596067 0.00517103 0.00397771 0.0035981 ],[0.06568008 0.07743557 0.06042853 0.02143813 0.00860843 0.00879947]
3474,[0.06848564 0.05840306 0.07309284 0.03646799 0.02454235 0.01999099],[0.03464209 0.02658322 0.02093749 0.01763948 0.01566527 0.01252162],[0.00146201 0.00470861 0.00476339 0.00417971 0.00360889 0.00335512],[0.03238154 0.02711123 0.04739196 0.01464879 0.00526819 0.00411425],[0.06848564 0.05840306 0.07309284 0.03646799 0.02454235 0.01999099],[0.03464209 0.02658322 0.02093749 0.01763948 0.01566527 0.01252162],[0.00146201 0.00470861 0.00476339 0.00417971 0.00360889 0.00335512],[0.03238154 0.02711123 0.04739196 0.01464879 0.00526819 0.00411425]
3475,[0.10779579 0.61746724 0.17987905 0.41768825 0.88603209 0.09107682],[0.05430851 0.04675834 0.10356208 0.19440638 0.49074977 0.04467257],[0.00143618 0.00596666 0.02554162 0.20468915 0.38850045 0.04135947],[0.05205111 0.56474222 0.05077534 0.01859272 0.00678182 0.00504477],[0.10779579 0.61746724 0.17987905 0.41768825 0.88603209 0.09107682],[0.05430851 0.04675834 0.10356208 0.19440638 0.49074977 0.04467257],[0.00143618 0.00596666 0.02554162 0.20468915 0.38850045 0.04135947],[0.05205111 0.56474222 0.05077534 0.01859272 0.00678182 0.00504477]
3476,[0.06679824 0.07039601 0.05078634 0.04987565 0.04688773 0.02559816],[0.04525933 0.03422762 0.02984833 0.02311749 0.02246104 0.01771266],[0.00162779 0.00186654 0.0031187  0.00311093 0.00437038 0.0032532 ],[0.01991112 0.03430186 0.01781932 0.02364723 0.02005631 0.0046323 ],[0.06679824 0.07039601 0.05078634 0.04987565 0.04688773 0.02559816],[0.04525933 0.03422762 0.02984833 0.02311749 0.02246104 0.01771266],[0.00162779 0.00186654 0.0031187  0.00311093 0.00437038 0.0032532 ],[0.01991112 0.03430186 0.01781932 0.02364723 0.02005631 0.0046323 ]
3477,[0.07592963 0.0618468  0.07964398 0.05209704 0.03017022 0.02334964],[0.04394094 0.03486757 0.0267604  0.02343908 0.01796517 0.0145709 ],[0.00136768 0.00285374 0.00334378 0.00480802 0.00372522 0.00329804],[0.030621   0.02412549 0.0495398  0.02384994 0.00847982 0.0054807 ],[0.07592963 0.0618468  0.07964398 0.05209704 0.03017022 0.02334964],[0.04394094 0.03486757 0.0267604  0.02343908 0.01796517 0.0145709 ],[0.00136768 0.00285374 0.00334378 0.00480802 0.00372522 0.00329804],[0.030621   0.02412549 0.0495398  0.02384994 0.00847982 0.0054807 ]
3478,[0.09275527 0.19670196 0.08626293 0.04955243 0.09256047 0.05481082],[0.05367666 0.04272823 0.04100775 0.03020889 0.02338654 0.03458536],[0.00139515 0.00264271 0.01527428 0.01175814 0.01018774 0.01135804],[0.03768346 0.15133102 0.02998089 0.0075854  0.05898619 0.00886741],[0.09275527 0.19670196 0.08626293 0.04955243 0.09256047 0.05481082],[0.05367666 0.04272823 0.04100775 0.03020889 0.02338654 0.03458536],[0.00139515 0.00264271 0.01527428 0.01175814 0.01018774 0.01135804],[0.03768346 0.15133102 0.02998089 0.0075854  0.05898619 0.00886741]
3479,[0.09943169 0.08326193 0.11105997 0.06301971 0.04341688 0.03340623],[0.04975448 0.04190613 0.0375055  0.04088147 0.03194646 0.02375244],[0.00139603 0.00250573 0.00250909 0.00678676 0.00471617 0.00408231],[0.04828118 0.03885007 0.07104539 0.01535148 0.00675424 0.00557147],[0.09943169 0.08326193 0.11105997 0.06301971 0.04341688 0.03340623],[0.04975448 0.04190613 0.0375055  0.04088147 0.03194646 0.02375244],[0.00139603 0.00250573 0.00250909 0.00678676 0.00471617 0.00408231],[0.04828118 0.03885007 0.07104539 0.01535148 0.00675424 0.00557147]
3480,[0.11070175 0.16309405 0.099694   0.06866761 0.04882591 0.03715118],[0.04007468 0.03819885 0.06071292 0.05164582 0.03597455 0.02687173],[0.00127898 0.00581826 0.00537805 0.00549345 0.00503019 0.00491409],[0.06934808 0.11907694 0.03360304 0.01152835 0.00782116 0.00536536],[0.11070175 0.16309405 0.099694   0.06866761 0.04882591 0.03715118],[0.04007468 0.03819885 0.06071292 0.05164582 0.03597455 0.02687173],[0.00127898 0.00581826 0.00537805 0.00549345 0.00503019 0.00491409],[0.06934808 0.11907694 0.03360304 0.01152835 0.00782116 0.00536536]
3481,[0.08989967 0.16742981 0.06239551 0.04144787 0.03268089 0.02689379],[0.04854249 0.0439748  0.04263202 0.02943709 0.02204851 0.01712074],[0.00144251 0.00427117 0.00388599 0.00352445 0.00400549 0.00429392],[0.03991467 0.11918384 0.01587751 0.00848633 0.00662689 0.00547913],[0.08989967 0.16742981 0.06239551 0.04144787 0.03268089 0.02689379],[0.04854249 0.0439748  0.04263202 0.02943709 0.02204851 0.01712074],[0.00144251 0.00427117 0.00388599 0.00352445 0.00400549 0.00429392],[0.03991467 0.11918384 0.01587751 0.00848633 0.00662689 0.00547913]
3482,[0.10005973 0.35262336 0.07512559 0.05683494 0.05042013 0.03166626],[0.04064293 0.04481311 0.0377262  0.03560366 0.02122933 0.01909888],[0.0014529  0.00365243 0.01856062 0.00523168 0.00504897 0.00442103],[0.0579639  0.30415782 0.01883877 0.0159996  0.02414184 0.00814635],[0.10005973 0.35262336 0.07512559 0.05683494 0.05042013 0.03166626],[0.04064293 0.04481311 0.0377262  0.03560366 0.02122933 0.01909888],[0.0014529  0.00365243 0.01856062 0.00523168 0.00504897 0.00442103],[0.0579639  0.30415782 0.01883877 0.0159996  0.02414184 0.00814635]
3483,[0.07571376 0.17131443 0.08144399 0.05232761 0.03749587 0.0270875 ],[0.03594877 0.02958755 0.05287042 0.03507391 0.02345901 0.01747047],[0.00156779 0.00383287 0.0104058  0.00546146 0.00427527 0.00419201],[0.0381972  0.13789402 0.01816777 0.01179224 0.00976159 0.00542502],[0.07571376 0.17131443 0.08144399 0.05232761 0.03749587 0.0270875 ],[0.03594877 0.02958755 0.05287042 0.03507391 0.02345901 0.01747047],[0.00156779 0.00383287 0.0104058  0.00546146 0.00427527 0.00419201],[0.0381972  0.13789402 0.01816777 0.01179224 0.00976159 0.00542502]
3484,[0.08136494 0.06655827 0.0502452  0.03819926 0.03725535 0.02275845],[0.03860183 0.03138304 0.02549925 0.01907956 0.01494574 0.01239594],[0.00149869 0.00376081 0.00523709 0.00446321 0.00397449 0.00351004],[0.04126442 0.03141442 0.01950887 0.01465649 0.01833512 0.00685247],[0.08136494 0.06655827 0.0502452  0.03819926 0.03725535 0.02275845],[0.03860183 0.03138304 0.02549925 0.01907956 0.01494574 0.01239594],[0.00149869 0.00376081 0.00523709 0.00446321 0.00397449 0.00351004],[0.04126442 0.03141442 0.01950887 0.01465649 0.01833512 0.00685247]
3485,[0.07565713 0.12029065 0.08519265 0.04990403 0.03865142 0.03113016],[0.04228996 0.03401137 0.04627472 0.03612404 0.02720933 0.02114126],[0.00152292 0.00392532 0.00585697 0.00481856 0.00457829 0.00455788],[0.03184425 0.08235396 0.03306095 0.00896143 0.0068638  0.00543102],[0.07565713 0.12029065 0.08519265 0.04990403 0.03865142 0.03113016],[0.04228996 0.03401137 0.04627472 0.03612404 0.02720933 0.02114126],[0.00152292 0.00392532 0.00585697 0.00481856 0.00457829 0.00455788],[0.03184425 0.08235396 0.03306095 0.00896143 0.0068638  0.00543102]
3486,[0.08725401 0.07100269 0.0475348  0.03487941 0.03029441 0.02574236],[0.0451274  0.04381359 0.03143529 0.02369103 0.0178834  0.01422087],[0.00133027 0.00353584 0.00329098 0.00294699 0.00261048 0.00250494],[0.04079634 0.02365326 0.01280852 0.00824139 0.00980054 0.00901655],[0.08725401 0.07100269 0.0475348  0.03487941 0.03029441 0.02574236],[0.0451274  0.04381359 0.03143529 0.02369103 0.0178834  0.01422087],[0.00133027 0.00353584 0.00329098 0.00294699 0.00261048 0.00250494],[0.04079634 0.02365326 0.01280852 0.00824139 0.00980054 0.00901655]
3487,[0.08143436 0.08278451 0.04668946 0.03571489 0.02826377 0.02299283],[0.05196427 0.04001101 0.0371774  0.02812714 0.02170347 0.01709428],[0.00142544 0.00330327 0.00313817 0.00284313 0.00262761 0.00252196],[0.02804466 0.03947024 0.00637389 0.00474462 0.00393269 0.00337659],[0.08143436 0.08278451 0.04668946 0.03571489 0.02826377 0.02299283],[0.05196427 0.04001101 0.0371774  0.02812714 0.02170347 0.01709428],[0.00142544 0.00330327 0.00313817 0.00284313 0.00262761 0.00252196],[0.02804466 0.03947024 0.00637389 0.00474462 0.00393269 0.00337659]
3488,[0.08830545 0.08353211 0.08042625 0.05034647 0.0398889  0.02591926],[0.05033594 0.04249108 0.03701711 0.02656605 0.02144437 0.01625058],[0.00128316 0.00290827 0.00365142 0.00394644 0.00415484 0.00432698],[0.03668635 0.03813276 0.03975771 0.01983398 0.01428969 0.0053417 ],[0.08830545 0.08353211 0.08042625 0.05034647 0.0398889  0.02591926],[0.05033594 0.04249108 0.03701711 0.02656605 0.02144437 0.01625058],[0.00128316 0.00290827 0.00365142 0.00394644 0.00415484 0.00432698],[0.03668635 0.03813276 0.03975771 0.01983398 0.01428969 0.0053417 ]
